rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:27xkOIER6uDLKALIelHylZ","Jin","Don’t Say You Love Me","BIGHIT MUSIC",1,1,172,"102105"
2,"spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","Jimin","Who","BIGHIT MUSIC",1,2,473,"100535"
3,"spotify:track:59hVbgr8rfYkDbHfr8RcGI","Kenshi Yonezu","IRIS OUT","Sony Music Labels Inc.",1,3,50,"90217"
4,"spotify:track:4oE7MyJhqSD3BaHRpNs8Nl","Kenshi Yonezu, Hikaru Utada","JANE DOE","Sony Music Labels Inc.",3,4,43,"64462"
5,"spotify:track:4i0HNuFEH6P6K4UnsY5uUh","NMIXX","Blue Valentine","JYP Entertainment",3,5,22,"59281"
6,"spotify:track:2N9miXnewVmUrgl6JSK1FI","LE SSERAFIM, j-hope","SPAGHETTI","SOURCE MUSIC",5,6,11,"49126"
7,"spotify:track:2HRgqmZQC0MC7GeNuDIXHN","Jung Kook, Latto","Seven (feat. Latto) (Explicit Ver.)","BIGHIT MUSIC",1,9,844,"41236"
8,"spotify:track:3LWVXp636uLT356Rj08Jaz","Jimin","Be Mine","BIGHIT MUSIC",2,10,473,"37542"
9,"spotify:track:6jYiHr12NVKLzn0X7K8aSK","Hearts2Hearts","FOCUS","SM Entertainment",6,11,15,"37123"
10,"spotify:track:7JQH2lBMZ10ztDnpoeq6Ki","데이먼스 이어 Damons year","yours","WM Korea",6,8,1103,"36271"
11,"spotify:track:1CPZ5BxNNd0n0nF4Orb9JS","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","Golden","K-Pop Demon Hunters",1,7,135,"35752"
12,"spotify:track:3WvM2dIR9iIxMGNMP7WsNw","HANRORO","Landing in Love","authentic",12,12,112,"30292"
13,"spotify:track:7oYCBKvdjrqp5vDbhDBuac","Kenshi Yonezu","KICK BACK","Sony Music Labels Inc.",8,13,494,"28283"
14,"spotify:track:7G7mSV4BebkoHWwKTDvXu9","V, Park Hyo Shin","Winter Ahead (with PARK HYO SHIN)","BIGHIT MUSIC",2,14,340,"27572"
15,"spotify:track:4BtOh0Xwh3DHelPQ14MPVC","BOYNEXTDOOR","Hollywood Action","KOZ Entertainment",9,15,15,"27106"
16,"spotify:track:5H1sKFMzDeMtXwND3V6hRY","BLACKPINK","JUMP","YG Entertainment",2,16,115,"25978"
17,"spotify:track:5EoV2HmAlkqN1XvsIjOBZZ","Hearts2Hearts","STYLE","SM Entertainment",8,17,139,"24540"
18,"spotify:track:1sUjTLLCJzcxC15GUBrOlg","aespa","Rich Man","SM Entertainment",3,18,60,"24536"
19,"spotify:track:6OWWZtNQORY1McaZmOrwhc","CORTIS","GO!","Republic Records – CORTIS",6,20,57,"23369"
20,"spotify:track:2aSfmbpproCPOe2j01WT2a","Lim Young Woong","Eternal Moment","Mulgogi Music",17,21,67,"23345"
21,"spotify:track:4p0uVFAXKUISu8yp9gNtWE","ILLIT","Billyeoon Goyangi (Do the Dance)","BELIFT LAB",4,22,141,"23047"
22,"spotify:track:40UVUuyy5RfpO0awclCttA","ALLDAY PROJECT","FAMOUS","THEBLACKLABEL",2,23,130,"21723"
23,"spotify:track:651GMkAaR0JbpzZXRvdQ3D","Lim Young Woong","ULSSIGU","Mulgogi Music",22,24,67,"21524"
24,"spotify:track:7kjVCymE7vn0HizmGCGFWQ","Lim Young Woong","Heavenly Ever After","Mulgogi Music / ADA",9,25,204,"21089"
25,"spotify:track:3Ua0m0YmEjrMi9XErKcNiR","Jimin","Like Crazy","BIGHIT MUSIC",1,32,955,"20614"
26,"spotify:track:0p5xMhVvw441Z10hNWsk5Q","MEOVV","BURNING UP","THEBLACKLABEL",13,30,21,"20369"
