rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:59hVbgr8rfYkDbHfr8RcGI","Kenshi Yonezu","IRIS OUT","Sony Music Labels Inc.",1,2,20,"124480"
2,"spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","Jimin","Who","BIGHIT MUSIC",1,1,443,"103788"
3,"spotify:track:4oE7MyJhqSD3BaHRpNs8Nl","Kenshi Yonezu, Hikaru Utada","JANE DOE","Sony Music Labels Inc.",3,3,13,"86599"
4,"spotify:track:27xkOIER6uDLKALIelHylZ","Jin","Don’t Say You Love Me","BIGHIT MUSIC",1,5,142,"55274"
5,"spotify:track:1CPZ5BxNNd0n0nF4Orb9JS","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","Golden","K-Pop Demon Hunters",1,6,105,"50392"
6,"spotify:track:3LWVXp636uLT356Rj08Jaz","Jimin","Be Mine","BIGHIT MUSIC",2,4,443,"47300"
7,"spotify:track:2HRgqmZQC0MC7GeNuDIXHN","Jung Kook, Latto","Seven (feat. Latto) (Explicit Ver.)","BIGHIT MUSIC",1,7,814,"40505"
8,"spotify:track:7JQH2lBMZ10ztDnpoeq6Ki","데이먼스 이어 Damons year","yours","WM Korea",6,12,1073,"34098"
9,"spotify:track:02sy7FAs8dkDNYsHp4Ul3f","Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast","Soda Pop","K-Pop Demon Hunters",3,10,104,"33413"
10,"spotify:track:5H1sKFMzDeMtXwND3V6hRY","BLACKPINK","JUMP","YG Entertainment",2,9,85,"32534"
11,"spotify:track:7oYCBKvdjrqp5vDbhDBuac","Kenshi Yonezu","KICK BACK","Sony Music Labels Inc.",10,13,464,"30701"
12,"spotify:track:6OWWZtNQORY1McaZmOrwhc","CORTIS","GO!","Republic Records – CORTIS",6,14,27,"29053"
13,"spotify:track:40UVUuyy5RfpO0awclCttA","ALLDAY PROJECT","FAMOUS","THEBLACKLABEL",2,17,100,"27687"
14,"spotify:track:1sUjTLLCJzcxC15GUBrOlg","aespa","Rich Man","SM Entertainment",3,18,30,"27149"
15,"spotify:track:1I37Zz2g3hk9eWxaNkj031","Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast","Your Idol","K-Pop Demon Hunters",6,21,104,"25146"
16,"spotify:track:4xeugB5MqWh0jwvXZPxahq","WOODZ","Drowning","EDAM Entertainment",7,20,368,"24336"
17,"spotify:track:53iuhJlwXhSER5J2IYYv1W","Taylor Swift","The Fate of Ophelia","Taylor Swift",8,8,2,"23577"
18,"spotify:track:7Cnpb1vBbC46RgVyyKLH7p","aespa","Whiplash","SM Entertainment",3,25,349,"23500"
19,"spotify:track:6qafqn8bBMy7t5c5WqpyRk","Jimin","Closer Than This","BIGHIT MUSIC",2,15,653,"23386"
20,"spotify:track:3Ua0m0YmEjrMi9XErKcNiR","Jimin","Like Crazy","BIGHIT MUSIC",1,11,925,"23054"
21,"spotify:track:4p0uVFAXKUISu8yp9gNtWE","ILLIT","Billyeoon Goyangi (Do the Dance)","BELIFT LAB",4,26,111,"23031"
22,"spotify:track:7G7mSV4BebkoHWwKTDvXu9","V, Park Hyo Shin","Winter Ahead (with PARK HYO SHIN)","BIGHIT MUSIC",2,31,310,"23009"
23,"spotify:track:2aSfmbpproCPOe2j01WT2a","Lim Young Woong","Eternal Moment","Mulgogi Music",20,24,37,"22962"
24,"spotify:track:7gMfVc4zfNIxuMyMGglOHa","Jimin","Rebirth (Intro)","BIGHIT MUSIC",4,16,443,"22849"
25,"spotify:track:5EoV2HmAlkqN1XvsIjOBZZ","Hearts2Hearts","STYLE","SM Entertainment",8,28,109,"22374"
26,"spotify:track:1agDCV4zQqaFwJQNsTgmL1","Jimin, Loco","Smeraldo Garden Marching Band (feat. Loco)","BIGHIT MUSIC",2,19,464,"22207"
27,"spotify:track:02BcXEH1zJYbXSabPtNlKf","Don Toliver, Doja Cat, F1 The Album","Lose My Mind (feat. Doja Cat) [From F1® The Movie]","Atlantic Records",5,27,98,"21620"
28,"spotify:track:7bjGlUzfBJovC0jfrObbtS","Mark Vank, Samu","4AM IN IBIZA","ICY",22,22,16,"21523"
29,"spotify:track:4ecdsGz3Hg6TKPwQ0ZOdJz","CORTIS","FaSHioN","Republic Records – CORTIS",12,32,27,"21452"
30,"spotify:track:651GMkAaR0JbpzZXRvdQ3D","Lim Young Woong","ULSSIGU","Mulgogi Music",28,29,37,"21060"
31,"spotify:track:3d2bsbugow8JiNvuaRupFH","Jimin, Sofia Carson","Slow Dance (feat. Sofia Carson)","BIGHIT MUSIC",5,23,443,"20475"
32,"spotify:track:1ic3Thr0mG0IsBE98pPcQ2","aespa","Dirty Work","SM Entertainment",4,37,100,"19962"
33,"spotify:track:7kjVCymE7vn0HizmGCGFWQ","Lim Young Woong","Heavenly Ever After","Mulgogi Music / ADA",9,34,174,"19705"
34,"spotify:track:4CRhJHHbH9Awx7z7xRAdPP","Lim Young Woong","Unread Message","Mulgogi Music",27,35,37,"19536"
35,"spotify:track:1z5ebC9238uGoBgzYyvGpQ","ROSÉ","toxic till the end","Atlantic Records, THEBLACKLABEL",2,38,304,"19530"
36,"spotify:track:2KslE17cAJNHTsI2MI0jb2","Jung Kook","Standing Next to You","BIGHIT MUSIC",3,36,701,"18968"
37,"spotify:track:01qFKNWq73UfEslI0GvumE","Jung Kook, Jack Harlow","3D (feat. Jack Harlow)","BIGHIT MUSIC",2,44,737,"18867"
38,"spotify:track:1TPHGTbSlEiZh9MvQDpMcY","Lim Young Woong","Left in the Rain","Mulgogi Music",32,39,37,"18848"
39,"spotify:track:15HNdxGKNCIO9pgaY4n7FU","OFFICIAL HIGE DANDISM","Pretender","PONY CANYON INC.",39,43,468,"18711"
40,"spotify:track:0CWk3LG8MXMA3TE61y5zPB","Lim Young Woong","Wild flower","Mulgogi Music",36,40,36,"18612"
41,"spotify:track:7hYI4QprQ3hMqp56ul6uEv","Lim Young Woong","Melody for You","Mulgogi Music",38,41,36,"18452"
42,"spotify:track:3WvM2dIR9iIxMGNMP7WsNw","HANRORO","Landing in Love","authentic",29,48,82,"18336"
43,"spotify:track:2penachGpHAHaMQGo1j1Tz","Lim Young Woong","Wonderful Life","Mulgogi Music",35,42,36,"18276"
44,"spotify:track:1aKvZDoLGkNMxoRYgkckZG","ILLIT","Magnetic","BELIFT LAB",1,47,559,"18084"
45,"spotify:track:5qCu3KDSEoojJ4Rh5OzHm3","Lim Young Woong","I’m sorry, But…","Mulgogi Music",42,45,36,"17911"
46,"spotify:track:373fb3tsAbcShtD2RZ8edv","Brown Eyes","벌써 일년","CJ E&M MUSIC",41,56,199,"17874"
47,"spotify:track:2TOpItg5NsMsFV58nZm5XN","Lim Young Woong","I’m HERO","Mulgogi Music",36,46,37,"17843"
48,"spotify:track:3RXUgPNIbUgFxsDWuBQEt6","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","How It’s Done","K-Pop Demon Hunters",7,54,104,"17280"
49,"spotify:track:2Gs0iF27my40p0dANv2rAg","MXZI, Dj Samir, DJ Javi26","MONTAGEM XONADA","Lunar Media",42,52,48,"17191"
50,"spotify:track:06o2o3TpyR8eGU2ANK21Lp","LEE CHANHYUK","Endangered Love","YG Entertainment",22,51,72,"17045"
51,"spotify:track:4LJJxB4a47mreJAfKwbGEM","DAYOUNG","body","STARSHIP Entertainment",26,59,20,"16956"
52,"spotify:track:4H6s1mTZcjHAMU36ZF3Xoz","Jin","Nothing Without Your Love","BIGHIT MUSIC",9,64,142,"16900"
