music_id,artist_names,track_name,tempo,mean_mel,mean_rms,max_rms,mean_zcr,std_zcr,mean_centroid
230,Jung Seung Hwan,The Snowman,152.0,-52.49,0.1607999950647354,0.4555000066757202,0.0608,0.05,1670.94
231,Ariana Grande,we can't be friends (wait for your love),117.45,-49.64,0.1582999974489212,0.423799991607666,0.0752,0.05,2197.01
232,NewJeans,Cool With You,89.1,-47.32,0.29409998655319214,0.5210000276565552,0.0719,0.05,2065.26
233,BUZZ,가시,71.78,-40.32,0.08070000261068344,0.15449999272823334,0.1131,0.06,2394.54
234,Paul Kim,"Every day, Every Moment",66.26,-50.2,0.10450000315904617,0.25870001316070557,0.0486,0.04,1338.89
235,RIIZE,Hug,112.35,-41.42,0.2515000104904175,0.47189998626708984,0.1029,0.07,2561.91
236,BSS,CBZ (Prime time),112.35,-39.17,0.3718000054359436,0.6155999898910522,0.1298,0.09,2951.02
237,"Sik-K, Lil Moshpit",LALALA (Snitch Club),99.38,-34.94,0.3328999876976013,0.47839999198913574,0.131,0.05,3286.4
238,RIIZE,Love 119,99.38,-46.38,0.19439999759197235,0.505299985408783,0.0903,0.05,2288.36
239,Jung Kook,Still With You,89.1,-45.34,0.22110000252723694,0.5209000110626221,0.093,0.05,2202.87
240,"Sik-K, Lil Moshpit, Roh Yun Ha, Wuuslime","PUBLIC ENEMY (Feat. Roh Yun Ha, Wuuslime)",161.5,-36.94,0.3522000014781952,0.536899983882904,0.1102,0.05,3083.46
241,"Sik-K, Lil Moshpit, JMIN, HAON","KC2 (Feat. JMIN, HAON)",99.38,-41.05,0.37529999017715454,0.5952000021934509,0.0879,0.06,3016.24
242,"Sik-K, Lil Moshpit",K-FLIP,152.0,-40.53,0.3345000147819519,0.6606000065803528,0.1059,0.06,2968.43
243,"Sik-K, Lil Moshpit, HOMIES",SELF HATE (Feat. HOMIES),143.55,-39.13,0.34459999203681946,0.6150000095367432,0.1137,0.07,2938.77
244,Roy Kim,If You Ask Me What Love Is,129.2,-44.84,0.2101999968290329,0.4970000088214874,0.0823,0.06,1893.27
245,BSS,Love Song,99.38,-42.41,0.12849999964237213,0.265500009059906,0.0943,0.06,2341.83
246,BSS,Happy Alone,112.35,-42.35,0.27410000562667847,0.5824999809265137,0.1379,0.1,2983.9
247,Mac Miller,5 Dollar Pony Rides,198.77,-48.16,0.2865000069141388,0.6075000166893005,0.0557,0.03,1528.78
248,LE SSERAFIM,ANTIFRAGILE,103.36,-45.36,0.2547999918460846,0.6008999943733215,0.1084,0.09,2622.82
249,BIGBANG,Bad Boy,152.0,-39.91,0.23960000276565552,0.49709999561309814,0.0921,0.06,2274.15
250,IVE,REBEL HEART,129.2,-43.23,0.2671999931335449,0.6154999732971191,0.0975,0.06,2518.54
251,Doechii,DENIAL IS A RIVER,92.29,-44.43,0.27630001306533813,0.6601999998092651,0.1015,0.09,2220.75
252,HUH YUNJIN,jellyfish,143.55,-50.38,0.2476000040769577,0.6597999930381775,0.067,0.07,1849.29
253,BOYNEXTDOOR,Dangerous,112.35,-50.49,0.22869999706745148,0.6072999835014343,0.091,0.08,2285.83
254,GFRIEND,Rough,112.35,-37.34,0.251800000667572,0.4309000074863434,0.1271,0.07,2721.64
255,BOYNEXTDOOR,Serenade,136.0,-43.89,0.26930001378059387,0.5485000014305115,0.1059,0.07,2510.51
256,IVE,HEYA,92.29,-40.92,0.28119999170303345,0.5800999999046326,0.1188,0.08,2887.07
257,NewJeans,Right Now,86.13,-47.86,0.2840000092983246,0.6543999910354614,0.0701,0.06,2206.88
258,"Mac Miller, SZA",DJ's Chord Organ (feat. SZA),143.55,-51.24,0.20649999380111694,0.6486999988555908,0.058,0.03,1395.35
259,"Central Cee, 21 Savage",GBP (feat. 21 Savage),143.55,-44.64,0.2596000134944916,0.6000999808311462,0.0896,0.08,2409.14
260,Mac Miller,Funny Papers,172.27,-50.93,0.30730000138282776,0.5992000102996826,0.0398,0.03,1161.42
261,GIRIBOY,I Think It’s Love,152.0,-51.45,0.21359999477863312,0.6729000210762024,0.0624,0.04,1574.16
262,Mac Miller,Do You Have A Destination?,83.35,-46.77,0.2703000009059906,0.6097999811172485,0.0643,0.04,1490.44
263,Bank,Can't Have You,152.0,-51.31,0.12880000472068787,0.3901999890804291,0.0727,0.05,1809.48
264,Mac Miller,Tambourine Dream,129.2,-33.95,0.05429999902844429,0.12800000607967377,0.4806,0.06,4929.28
265,Mac Miller,Friendly Hallucinations,80.75,-49.33,0.266400009393692,0.6082000136375427,0.0687,0.06,1832.71
266,BOYNEXTDOOR,But I Like You,99.38,-44.91,0.27810001373291016,0.5564000010490417,0.1098,0.07,2678.49
267,Yorushika,へび,86.13,-42.56,0.125,0.24240000545978546,0.071,0.05,1998.47
268,YB,나는 나비,129.2,-37.43,0.17190000414848328,0.3192000091075897,0.1372,0.06,2799.56
269,OneRepublic,I Ain't Worried,69.84,-43.71,0.2222999930381775,0.49790000915527344,0.0887,0.06,2187.4
270,OneRepublic,Counting Stars,123.05,-41.57,0.1185000017285347,0.2671999931335449,0.1034,0.07,2472.5
271,Lauv,I Like Me Better,92.29,-50.72,0.1851000040769577,0.65420001745224,0.0864,0.07,2237.61
272,The Walters,I Love You So,76.0,-42.61,0.21150000393390656,0.41190001368522644,0.0859,0.04,1909.65
273,BABYMONSTER,FOREVER,129.2,-46.03,0.23520000278949738,0.5999000072479248,0.1045,0.07,2478.28
274,D.O.,Snowfall at Night,143.55,-52.56,0.1624000072479248,0.45500001311302185,0.0517,0.04,1622.63
275,GD&TOP,High High,123.05,-46.35,0.15929999947547913,0.4909999966621399,0.0947,0.06,2226.22
276,"PATEKO, ASH ISLAND, Skinny Brown","Rainy day (Feat. ASH ISLAND, Skinny Brown)",161.5,-45.98,0.24070000648498535,0.6129000186920166,0.0957,0.06,2128.68
277,ZEROBASEONE,Doctor! Doctor!,86.13,-49.44,0.18870000541210175,0.4722000062465668,0.0754,0.07,2186.34
278,BOYNEXTDOOR,One and Only,99.38,-44.07,0.2994000017642975,0.5730999708175659,0.086,0.07,2296.5
279,NewJeans,Cookie,103.36,-46.49,0.28209999203681946,0.5559999942779541,0.0905,0.08,2495.7
280,NCT WISH,Miracle,103.36,-36.01,0.11559999734163284,0.18029999732971191,0.1185,0.05,2557.44
281,Travis Scott,4X4,143.55,-45.79,0.25369998812675476,0.6373999714851379,0.0876,0.07,2378.28
282,MeloMance,Gift,161.5,-45.47,0.20399999618530273,0.46239998936653137,0.0715,0.05,1762.81
283,"Sexyy Red, Bruno Mars",Fat Juicy & Wet,103.36,-46.74,0.24410000443458557,0.691100001335144,0.1037,0.08,2710.75
284,Jin,Close to You,129.2,-46.34,0.2847000062465668,0.5672000050544739,0.0536,0.03,1465.54
285,Ed Sheeran,Shape of You,129.2,-47.0,0.2401999980211258,0.6015999913215637,0.0857,0.07,2081.5
286,Kenshi Yonezu,BOW AND ARROW,89.1,-43.09,0.19910000264644623,0.4397999942302704,0.0985,0.06,2424.42
287,Park Hyo Shin,"눈의 꽃 - 미안하다, 사랑한다 (Original Television Soundtrack)",143.55,-48.57,0.1808999925851822,0.5029000043869019,0.0719,0.05,2078.46
288,Choi Yu Ree,Forest,112.35,-51.18,0.20469999313354492,0.5153999924659729,0.048,0.03,1419.18
289,The Weeknd,Blinding Lights,86.13,-43.68,0.1988999992609024,0.4478999972343445,0.0758,0.05,1961.22
290,Benson Boone,Beautiful Things,107.67,-47.97,0.1736000031232834,0.46480000019073486,0.0839,0.07,2066.19
291,"JENNIE, Dominic Fike",Love Hangover (feat. Dominic Fike),143.55,-47.85,0.1535000056028366,0.3790000081062317,0.1058,0.08,2530.26
292,"The Weeknd, Justice",Wake Me Up (feat. Justice),112.35,-48.5,0.17499999701976776,0.5957000255584717,0.0811,0.05,2095.37
293,The Weeknd,Cry For Me,117.45,-46.16,0.25519999861717224,0.5767999887466431,0.0764,0.06,2112.08
294,"The Weeknd, Anitta",São Paulo (feat. Anitta),129.2,-46.4,0.29179999232292175,0.7475000023841858,0.0683,0.05,1984.16
295,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),117.45,-45.34,0.29010000824928284,0.5738999843597412,0.0795,0.06,2283.35
296,The Weeknd,Open Hearts,123.05,-46.31,0.14920000731945038,0.42149999737739563,0.0673,0.04,1808.35
297,The Weeknd,Baptized In Fear,123.05,-45.06,0.2143000066280365,0.6187999844551086,0.0922,0.06,2149.95
298,"The Weeknd, Travis Scott, Florence + The Machine","Reflections Laughing (feat. Travis Scott, Florence + The Machine)",161.5,-51.44,0.22689999639987946,0.6179999709129333,0.0497,0.04,1458.65
299,The Weeknd,Opening Night,89.1,-45.09,0.1826999932527542,0.4629000127315521,0.087,0.05,2033.86
300,"The Weeknd, Future",Enjoy The Show (feat. Future),117.45,-48.22,0.2143000066280365,0.6049000024795532,0.0674,0.04,1742.22
301,The Weeknd,I Can't Wait To Get There,73.83,-50.78,0.28439998626708984,0.6229000091552734,0.0363,0.03,1288.57
302,The Weeknd,Given Up On Me,117.45,-56.61,0.17319999635219574,0.6351000070571899,0.0452,0.04,1493.98
303,The Weeknd,Niagara Falls,95.7,-45.34,0.21850000321865082,0.5670999884605408,0.0787,0.06,1940.27
304,The Weeknd,Take Me Back To LA,103.36,-44.53,0.19300000369548798,0.5254999995231628,0.0962,0.06,2214.75
305,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",172.27,-48.76,0.24009999632835388,0.7139999866485596,0.0815,0.06,2043.46
306,IVE,ATTITUDE,117.45,-39.28,0.2687000036239624,0.5386000275611877,0.1189,0.07,2984.57
307,PLAVE,Dash,103.36,-46.22,0.2102999985218048,0.5109999775886536,0.1036,0.08,2480.83
308,PLAVE,Chroma Drift,86.13,-44.66,0.250900000333786,0.6147000193595886,0.1063,0.07,2562.09
309,PLAVE,RIZZ,112.35,-42.88,0.3675000071525574,0.7404000163078308,0.1024,0.08,2748.25
310,PLAVE,Island,172.27,-46.93,0.195700004696846,0.5123999714851379,0.0801,0.05,2118.62
311,PLAVE,12:32 (A to T),86.13,-47.68,0.14319999516010284,0.34450000524520874,0.0744,0.06,2224.87
312,Kendrick Lamar,Not Like Us,99.38,-49.38,0.26019999384880066,0.5246000289916992,0.0799,0.08,2219.94
313,Lady Gaga,Abracadabra,123.05,-42.79,0.11069999635219574,0.36559998989105225,0.1001,0.05,2338.93
314,Yerin Baek,Bye bye my blue,89.1,-50.68,0.20090000331401825,0.5037000179290771,0.0623,0.05,1740.25
315,"Kendrick Lamar, Lefty Gunplay",tv off (feat. lefty gunplay),99.38,-47.66,0.2578999996185303,0.5985000133514404,0.0971,0.1,2588.42
316,BOYNEXTDOOR,Gonna Be A Rock,129.2,-42.68,0.27790001034736633,0.5263000130653381,0.0814,0.05,2103.49
317,V,Christmas Tree,143.55,-50.06,0.22609999775886536,0.4848000109195709,0.058,0.06,1579.26
318,"LISA, Doja Cat, RAYE",Born Again (feat. Doja Cat & RAYE),117.45,-41.04,0.15719999372959137,0.3440000116825104,0.1192,0.07,2742.91
319,Kendrick Lamar,squabble up,103.36,-47.31,0.3197000026702881,0.7032999992370605,0.096,0.1,2571.35
320,"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",95.7,-45.65,0.31520000100135803,0.5921000242233276,0.0579,0.05,1611.01
321,"Ty Dolla $ign, Yé",Wheels Fall Off (feat. Ye),103.36,-49.88,0.21250000596046448,0.5738000273704529,0.1138,0.11,2870.95
322,Molly Yam,Burning slow,123.05,-44.78,0.34860000014305115,0.725600004196167,0.0762,0.07,2299.91
323,Kendrick Lamar,HUMBLE.,152.0,-49.12,0.25999999046325684,0.5766000151634216,0.0633,0.07,2338.46
324,"SZA, Kendrick Lamar",30 For 30 (with Kendrick Lamar),69.84,-53.11,0.24289999902248383,0.7360000014305115,0.0623,0.05,1581.3
325,ASH ISLAND,Ghost of You,89.1,-41.52,0.27390000224113464,0.5404000282287598,0.1023,0.06,2542.41
326,"Molly Yam, Sik-K, GGM LIL DRAGON","Burning slow (feat. Sik-K, GGM LIL DRAGON) - Remix",123.05,-42.34,0.33180001378059387,0.5863000154495239,0.0841,0.07,2436.39
327,Jimin,Christmas Love,99.38,-42.81,0.2493000030517578,0.5174999833106995,0.1234,0.08,2847.23
328,JISOO,earthquake,129.2,-50.75,0.11789999902248383,0.41510000824928284,0.0721,0.06,2270.54
329,JISOO,Your Love,107.67,-43.49,0.18060000240802765,0.39649999141693115,0.088,0.05,2360.38
330,JISOO,TEARS,123.05,-44.97,0.2793999910354614,0.6901000142097473,0.1294,0.1,2877.68
331,JISOO,Hugs & Kisses,117.45,-44.32,0.2831999957561493,0.619700014591217,0.0869,0.07,2582.69
332,Sabrina Carpenter,Busy Woman,117.45,-40.9,0.2777999937534332,0.5220999717712402,0.1013,0.06,2504.5
333,"Kendrick Lamar, Zacari",LOVE. FEAT. ZACARI.,123.05,-50.34,0.19059999287128448,0.6764000058174133,0.0822,0.06,1995.97
334,ZO ZAZZ,Don`t you know(PROD.ROCOBERRY),129.2,-49.82,0.1436000019311905,0.489300012588501,0.0803,0.05,1919.03
335,"JENNIE, Doechii",ExtraL (feat. Doechii),143.55,-48.18,0.21119999885559082,0.5565999746322632,0.1166,0.08,2873.62
336,"Don Toliver, Speedy, j-hope, Pharrell Williams",LV Bag (feat. j-hope of BTS & Pharrell Williams),123.05,-47.15,0.2849999964237213,0.6442999839782715,0.0869,0.08,2646.05
337,BIBI,Bluebird,123.05,-53.95,0.14910000562667847,0.36890000104904175,0.0479,0.03,1241.82
338,YOASOBI,夜に駆ける,129.2,-41.08,0.2694000005722046,0.4745999872684479,0.104,0.07,2586.69
339,CHUNG HA,STRESS,117.45,-40.79,0.27790001034736633,0.5501000285148621,0.1197,0.07,2699.39
340,KiiiKiii,I DO ME,95.7,-44.38,0.24709999561309814,0.4584999978542328,0.0709,0.05,1996.91
341,Hearts2Hearts,The Chase,123.05,-45.31,0.3001999855041504,0.49790000915527344,0.0594,0.04,1810.61
342,Lim Changjung,내가 저지른 사랑,129.2,-45.03,0.15109999477863312,0.31529998779296875,0.08,0.05,1992.87
343,"G-DRAGON, Anderson .Paak",TOO BAD,117.45,-43.27,0.2168000042438507,0.5475999712944031,0.1053,0.07,2525.98
344,G-DRAGON,DRAMA,107.67,-46.86,0.2134999930858612,0.47600001096725464,0.0696,0.07,1685.73
345,G-DRAGON,TAKE ME,123.05,-40.85,0.2535000145435333,0.4519999921321869,0.0937,0.05,2308.66
346,G-DRAGON,IBELONGIIU,103.36,-42.78,0.23280000686645508,0.578000009059906,0.1039,0.06,2426.52
347,G-DRAGON,보나마나 (BONAMANA),129.2,-44.91,0.17599999904632568,0.3871999979019165,0.0788,0.08,2061.51
348,G-DRAGON,GYRO-DROP,99.38,-43.12,0.26170000433921814,0.5787000060081482,0.1037,0.07,2514.36
349,hunnie gz,Me do i,143.55,-44.62,0.25929999351501465,0.605400025844574,0.0892,0.07,2343.92
350,Hearts2Hearts,Butterflies,89.1,-47.89,0.25,0.5860000252723694,0.0756,0.05,2112.95
351,The Volunteers,Rules,89.1,-40.89,0.25290000438690186,0.4950999915599823,0.0977,0.04,2598.4
352,G-DRAGON,A Boy,117.45,-43.08,0.19040000438690186,0.4442000091075897,0.1205,0.08,2798.35
353,BOYNEXTDOOR,So let's go see the stars,143.55,-46.7,0.11620000004768372,0.4212999939918518,0.0946,0.05,2178.89
354,BTS,Spring Day,107.67,-40.86,0.2833999991416931,0.5921000242233276,0.1583,0.08,3085.27
355,"LISA, Future",FXCK UP THE WORLD (feat. Future),143.55,-41.25,0.37869998812675476,0.6229000091552734,0.088,0.1,2943.09
356,GD X TAEYANG,GOOD BOY,95.7,-34.07,0.12549999356269836,0.2045000046491623,0.1465,0.07,2933.01
357,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),152.0,-45.11,0.16099999845027924,0.529699981212616,0.1063,0.07,2543.07
358,LISA,Moonlit Floor (Kiss Me),112.35,-45.89,0.20010000467300415,0.5695000290870667,0.1255,0.09,2919.17
359,LEE MU JIN,Coming Of Age Story,95.7,-39.13,0.2777000069618225,0.5026000142097473,0.0934,0.03,2282.24
360,NMIXX,High Horse,95.7,-43.21,0.15139999985694885,0.3264000117778778,0.103,0.07,2579.56
361,Mrs. GREEN APPLE,ライラック,152.0,-40.07,0.29269999265670776,0.4975999891757965,0.1013,0.05,2460.14
362,"The Chainsmokers, Halsey",Closer,95.7,-42.4,0.1882999986410141,0.4433000087738037,0.1251,0.09,2817.43
363,JENNIE,like JENNIE,129.2,-44.41,0.1469999998807907,0.37790000438690186,0.101,0.07,2362.23
364,"JENNIE, Dua Lipa",Handlebars (feat. Dua Lipa),152.0,-41.88,0.2799000144004822,0.5012000203132629,0.1024,0.06,2472.18
365,10CM,To Reach You,123.05,-40.19,0.30000001192092896,0.5077999830245972,0.099,0.05,2356.39
366,JENNIE,ZEN,107.67,-48.94,0.19329999387264252,0.5169000029563904,0.1046,0.09,2424.7
367,JENNIE,start a war,129.2,-39.84,0.32409998774528503,0.5493000149726868,0.0858,0.05,2155.82
368,JENNIE,with the IE (way up),89.1,-42.58,0.30559998750686646,0.6449999809265137,0.1231,0.09,2663.63
369,"JENNIE, Childish Gambino, Kali Uchis",Damn Right (feat. Childish Gambino & Kali Uchis),117.45,-46.23,0.22589999437332153,0.4959000051021576,0.0747,0.05,2405.44
370,"JENNIE, FKJ",Intro : JANE with FKJ,99.38,-57.69,0.1632000058889389,0.6017000079154968,0.046,0.03,1099.86
371,"j-hope, Miguel",Sweet Dreams (feat. Miguel),95.7,-46.84,0.2337000072002411,0.5601000189781189,0.0656,0.05,1951.39
372,JENNIE,F.T.S.,60.09,-42.52,0.20250000059604645,0.38760000467300415,0.078,0.05,1783.62
373,JENNIE,Seoul City,152.0,-47.28,0.28459998965263367,0.5471000075340271,0.0628,0.05,1889.68
374,JENNIE,Filter,184.57,-47.42,0.27720001339912415,0.6692000031471252,0.0975,0.09,2432.6
375,JENNIE,Starlight,152.0,-45.91,0.2459000051021576,0.5358999967575073,0.0869,0.07,2433.66
376,JENNIE,twin,112.35,-48.17,0.15760000050067902,0.36570000648498535,0.0698,0.06,1882.58
377,Doechii,Anxiety,129.2,-45.34,0.10130000114440918,0.19900000095367432,0.0628,0.05,1766.3
378,Lady Gaga,Garden Of Eden,123.05,-37.5,0.29440000653266907,0.5041000247001648,0.0965,0.04,2525.49
379,5 Seconds of Summer,Teeth,136.0,-43.98,0.18880000710487366,0.3330000042915344,0.0723,0.07,1929.09
380,Seungmin,My Destiny,107.67,-45.59,0.2184000015258789,0.5647000074386597,0.0865,0.06,2235.84
381,PLAVE,Wait for you,95.7,-41.45,0.27000001072883606,0.5180000066757202,0.1025,0.06,2334.65
382,YEJI,Air,123.05,-44.77,0.23160000145435333,0.5277000069618225,0.0943,0.06,2631.24
383,TREASURE,YELLOW,99.38,-45.73,0.20890000462532043,0.5511000156402588,0.1025,0.07,2435.57
384,LE SSERAFIM,HOT,129.2,-41.07,0.32829999923706055,0.6162999868392944,0.0908,0.06,2308.39
385,Playboi Carti,EVIL J0RDAN,103.36,-48.3,0.2459000051021576,0.5324000120162964,0.0679,0.05,2198.53
386,Playboi Carti,POP OUT,143.55,-36.64,0.45980000495910645,0.6668999791145325,0.0748,0.04,2967.21
387,"Playboi Carti, Travis Scott",CRUSH (with Travis Scott),143.55,-40.1,0.20280000567436218,0.4648999869823456,0.1544,0.09,3138.02
388,"Playboi Carti, The Weeknd",RATHER LIE (with The Weeknd),89.1,-42.84,0.2728999853134155,0.5698999762535095,0.0918,0.06,2640.49
389,LE SSERAFIM,Come Over,103.36,-43.25,0.3019999861717224,0.5546000003814697,0.0864,0.05,2249.67
390,Playboi Carti,K POP,71.78,-40.1,0.2248000055551529,0.4185999929904938,0.1278,0.09,3445.11
391,Playboi Carti,MOJO JOJO,99.38,-44.69,0.3249000012874603,0.5570999979972839,0.069,0.08,2560.3
392,LE SSERAFIM,Ash,112.35,-44.05,0.2768999934196472,0.546999990940094,0.0777,0.05,2135.55
393,"Playboi Carti, Travis Scott",PHILLY (with Travis Scott),143.55,-45.99,0.30979999899864197,0.5863999724388123,0.0577,0.04,2231.88
394,"Playboi Carti, Kendrick Lamar, Jhené Aiko",BACKD00R (feat. Kendrick Lamar & Jhené Aiko),143.55,-46.05,0.24079999327659607,0.5390999913215637,0.0976,0.09,2679.55
395,LE SSERAFIM,So Cynical (Badum),129.2,-48.25,0.3257000148296356,0.6262000203132629,0.063,0.06,2357.26
396,Playboi Carti,RADAR,152.0,-42.02,0.3269999921321869,0.5048999786376953,0.0726,0.06,2722.7
397,Playboi Carti,FINE SHIT,103.36,-46.17,0.41260001063346863,0.5900999903678894,0.0548,0.06,2868.55
398,LE SSERAFIM,Born Fire,129.2,-48.49,0.24320000410079956,0.5476999878883362,0.0923,0.08,2167.4
399,BOYNEXTDOOR,Never Loved This Way Before,152.0,-47.47,0.18209999799728394,0.4878999888896942,0.082,0.06,2307.57
400,"Playboi Carti, Skepta",TOXIC (with Skepta),143.55,-43.16,0.3172999918460846,0.4659000039100647,0.0617,0.08,2477.12
401,Playboi Carti,I SEEEEEE YOU BABY BOI,95.7,-38.23,0.37119999527931213,0.5306000113487244,0.0864,0.05,3229.5
402,"Playboi Carti, Kendrick Lamar",GOOD CREDIT (with Kendrick Lamar),143.55,-40.09,0.26840001344680786,0.45739999413490295,0.0777,0.06,2703.64
403,Playboi Carti,MUNYUN,112.35,-44.88,0.26030001044273376,0.4359000027179718,0.0605,0.07,2576.47
404,Playboi Carti,CRANK,143.55,-38.73,0.35420000553131104,0.43059998750686646,0.0906,0.05,3202.98
405,"Playboi Carti, Future, Travis Scott",CHARGE DEM HOES A FEE (with Future & Travis Scott),80.75,-38.73,0.3749000132083893,0.5209000110626221,0.0797,0.07,2934.51
406,Chappell Roan,The Giver,92.29,-36.69,0.29420000314712524,0.4950000047683716,0.1021,0.05,2291.27
407,"Playboi Carti, Travis Scott",WAKE UP F1LTHY (with Travis Scott),123.05,-42.1,0.23010000586509705,0.4878000020980835,0.1115,0.09,2818.2
408,"Playboi Carti, Future",TRIM (with Future),136.0,-42.36,0.2563999891281128,0.48190000653266907,0.071,0.05,2443.98
409,Playboi Carti,COCAINE NOSE,136.0,-36.72,0.28780001401901245,0.4512999951839447,0.108,0.06,2658.52
410,"Playboi Carti, Young Thug, Ty Dolla $ign",WE NEED ALL DA VIBES (with Young Thug & Ty Dolla $ign),89.1,-43.33,0.21480000019073486,0.504800021648407,0.1091,0.08,2897.23
411,"Playboi Carti, Lil Uzi Vert",JUMPIN (with Lil Uzi Vert),143.55,-45.73,0.34709998965263367,0.6341999769210815,0.0718,0.11,2665.48
412,Playboi Carti,HBA,143.55,-43.96,0.3743000030517578,0.5648000240325928,0.0587,0.06,2969.59
413,"Playboi Carti, Lil Uzi Vert",TWIN TRIM (with Lil Uzi Vert),143.55,-44.77,0.19609999656677246,0.43479999899864197,0.1271,0.1,2980.63
414,Playboi Carti,OLYMPIAN,103.36,-38.65,0.33320000767707825,0.4189000129699707,0.0522,0.04,2500.81
415,Playboi Carti,LIKE WEEZY,152.0,-42.15,0.30160000920295715,0.5008000135421753,0.1049,0.1,3332.22
416,Playboi Carti,OPM BABI,78.3,-40.67,0.33469998836517334,0.48989999294281006,0.0852,0.08,3338.34
417,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),129.2,-51.71,0.11720000207424164,0.39410001039505005,0.0967,0.08,2137.58
418,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras) - Orchestral Version,129.2,-41.54,0.18569999933242798,0.37610000371932983,0.104,0.06,2476.22
419,NMIXX,KNOW ABOUT ME,112.35,-44.86,0.3346000015735626,0.6413000226020813,0.0747,0.06,2305.78
420,NMIXX,Slingshot (＜★),123.05,-40.15,0.16949999332427979,0.3328000009059906,0.1189,0.09,2635.24
421,NMIXX,Papillon,152.0,-39.37,0.18070000410079956,0.385699987411499,0.1258,0.07,2825.75
422,NMIXX,Golden Recipe,129.2,-46.64,0.1906999945640564,0.3086000084877014,0.0787,0.08,2728.22
423,"Sik-K, Lil Moshpit, Bryan Chase, Okasian","LOV3 (Feat. Bryan Chase, Okasian)",129.2,-39.72,0.3138999938964844,0.6513000130653381,0.1325,0.07,3377.65
424,NMIXX,Ocean,172.27,-44.66,0.12620000541210175,0.3346000015735626,0.1084,0.07,2623.7
425,OVAN,Flower,89.1,-45.93,0.21529999375343323,0.4223000109195709,0.0683,0.05,2075.43
426,"MARK, HAECHAN",+82 Pressin',107.67,-44.79,0.2151000052690506,0.5878000259399414,0.1245,0.09,2777.99
427,STAYC,BEBE - Japanese ver.,123.05,-39.4,0.27549999952316284,0.5091999769210815,0.1115,0.06,2726.08
428,Lil Tecca,Dark Thoughts,103.36,-47.55,0.2928999960422516,0.7839999794960022,0.1209,0.1,2586.05
429,MINNIE,HER,129.2,-45.77,0.29580000042915344,0.6144999861717224,0.0844,0.09,2182.26
430,"Car, the garden",Home Sweet Home,80.75,-42.79,0.2581999897956848,0.46799999475479126,0.0713,0.04,1844.24
431,j-hope,MONA LISA,136.0,-51.29,0.24609999358654022,0.7093999981880188,0.0874,0.08,2276.61
432,"Jack Harlow, Doja Cat",Just Us (feat. Doja Cat),136.0,-45.66,0.27399998903274536,0.6396999955177307,0.0762,0.07,2537.29
433,ILLIT,Almond Chocolate (Korean Ver.),107.67,-41.53,0.322299987077713,0.6503999829292297,0.0992,0.06,2417.94
434,Song Sohee,Not a Dream,152.0,-44.2,0.11630000174045563,0.23440000414848328,0.0842,0.05,1998.32
435,BOL4,Bom,99.38,-43.03,0.24889999628067017,0.4830999970436096,0.0989,0.05,2087.05
436,LUCY,Flowering,129.2,-40.9,0.22589999437332153,0.4323999881744385,0.1448,0.07,3020.84
437,"Loco, YUJU",Spring Is Gone by chance,99.38,-45.77,0.20679999887943268,0.5432000160217285,0.1288,0.08,2740.91
438,Martin Smith,Paint On Spring - Remastering,99.38,-42.07,0.27619999647140503,0.5776000022888184,0.1114,0.08,2614.65
439,Playboi Carti,2024,152.0,-41.65,0.31380000710487366,0.5044999718666077,0.0876,0.08,2958.39
440,Playboi Carti,FOMDJ,143.55,-38.63,0.3425000011920929,0.46790000796318054,0.0683,0.04,2460.54
441,"Playboi Carti, Travis Scott",BACKR00MS (with Travis Scott),143.55,-41.66,0.3100000023841858,0.44130000472068787,0.0688,0.05,2836.91
442,LUCY,Wakey Wakey,143.55,-43.07,0.19499999284744263,0.40790000557899475,0.1122,0.06,2458.57
443,Ariana Grande,twilight zone,117.45,-46.36,0.2540000081062317,0.47920000553131104,0.0663,0.04,2019.33
444,Stray Kids,CINEMA (리노 & 승민) CINEMA (Lee Know & Seungmin),95.7,-42.02,0.09870000183582306,0.19760000705718994,0.0865,0.05,2039.76
445,Ai Higuchi,Akuma no Ko,89.1,-46.54,0.19850000739097595,0.4733000099658966,0.0932,0.06,2136.95
446,BEOMGYU,Panic,89.1,-44.24,0.25929999351501465,0.5658000111579895,0.09,0.04,2349.0
447,Hebi,EVER,86.13,-41.83,0.2207999974489212,0.45669999718666077,0.1107,0.06,2465.96
448,"Kodak Black, NLE Choppa, Jimin, JVKE, Muni Long, Fast & Furious: The Fast Saga","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",86.13,-45.45,0.3327000141143799,0.6383000016212463,0.0669,0.05,2109.4
449,HANRORO,Let Me Love My Youth,161.5,-42.06,0.2775999903678894,0.46549999713897705,0.0764,0.04,2008.52
450,izna,SIGN,123.05,-46.29,0.24690000712871552,0.5544000267982483,0.1075,0.08,2711.41
451,Busker Busker,Cherry Blossom Ending,117.45,-45.04,0.24959999322891235,0.519599974155426,0.0747,0.04,1938.29
