music_id,artist_names,track_name,genre,track_length_sec,release_country,tempo,mean_mel,mean_rms,max_rms,mean_zcr,std_zcr,mean_centroid
222,"PSY, Lena Park",What Would Have Been? (Feat. Lena Park),K-Pop,243.964,USA,107.67,-43.87,0.2160000056028366,0.4909999966621399,0.1071,0.09,2471.86
223,Oasis,Don't Look Back in Anger - Remastered,Indie Rock,289.56,USA,161.5,-35.28,0.2632000148296356,0.4133999943733215,0.1163,0.04,2139.81
224,"LeeHi, Wonstein",H.S.K.T. (feat. Wonstein),R&B/Soul,204.453,USA,112.35,-45.87,0.2799000144004822,0.5516999959945679,0.0693,0.05,1903.35
225,BIGBANG,WE LIKE 2 PARTY,K-Pop,195.516,USA,89.1,-43.0,0.275299996137619,0.5602999925613403,0.1132,0.07,2367.88
226,"Car, the garden",나무,K-Pop,232.558,USA,143.55,-46.48,0.2169000059366226,0.4736000001430511,0.0769,0.05,2048.33
227,BOYNEXTDOOR,"IF I SAY, I LOVE YOU",,,,136.0,-47.52,0.1973000019788742,0.505299985408783,0.0998,0.07,2333.13
228,GFRIEND,Season of Memories,K-Pop,186.558,USA,129.2,-39.82,0.2495000064373016,0.4657999873161316,0.1295,0.07,2985.74
229,NewJeans,Hurt,K-Pop,177.947,USA,89.1,-46.76,0.2657000124454498,0.4717000126838684,0.0736,0.06,2236.79
230,Jung Seung Hwan,The Snowman,K-Pop,236.071,USA,152.0,-52.49,0.1607999950647354,0.4555000066757202,0.0608,0.05,1670.94
231,Ariana Grande,we can't be friends (wait for your love),Pop,228.639,USA,117.45,-49.64,0.1582999974489212,0.423799991607666,0.0752,0.05,2197.01
232,NewJeans,Cool With You,K-Pop,147.88,USA,89.1,-47.32,0.2940999865531921,0.5210000276565552,0.0719,0.05,2065.26
233,BUZZ,가시,Rock,241.507,USA,71.78,-40.32,0.0807000026106834,0.1544999927282333,0.1131,0.06,2394.54
234,Paul Kim,"Every day, Every Moment",K-Pop,210.493,USA,66.26,-50.2,0.1045000031590461,0.2587000131607055,0.0486,0.04,1338.89
235,RIIZE,Hug,K-Pop,234.04,USA,112.35,-41.42,0.2515000104904175,0.4718999862670898,0.1029,0.07,2561.91
236,BSS,CBZ (Prime time),K-Pop,153.013,USA,112.35,-39.17,0.3718000054359436,0.6155999898910522,0.1298,0.09,2951.02
237,"Sik-K, Lil Moshpit",LALALA (Snitch Club),,,,99.38,-34.94,0.3328999876976013,0.4783999919891357,0.131,0.05,3286.4
238,RIIZE,Love 119,K-Pop,173.489,USA,99.38,-46.38,0.1943999975919723,0.505299985408783,0.0903,0.05,2288.36
239,Jung Kook,Still With You,K-Pop,239.906,USA,89.1,-45.34,0.2211000025272369,0.5209000110626221,0.093,0.05,2202.87
240,"Sik-K, Lil Moshpit, Roh Yun Ha, Wuuslime","PUBLIC ENEMY (Feat. Roh Yun Ha, Wuuslime)",,,,161.5,-36.94,0.3522000014781952,0.536899983882904,0.1102,0.05,3083.46
241,"Sik-K, Lil Moshpit, JMIN, HAON","KC2 (Feat. JMIN, HAON)",K-Pop,423.867,USA,99.38,-41.05,0.3752999901771545,0.5952000021934509,0.0879,0.06,3016.24
242,"Sik-K, Lil Moshpit",K-FLIP,Hip-Hop,185.893,USA,152.0,-40.53,0.3345000147819519,0.6606000065803528,0.1059,0.06,2968.43
243,"Sik-K, Lil Moshpit, HOMIES",SELF HATE (Feat. HOMIES),Korean Hip-Hop,229.5,USA,143.55,-39.13,0.3445999920368194,0.6150000095367432,0.1137,0.07,2938.77
244,Roy Kim,If You Ask Me What Love Is,R&B/Soul,223.04,USA,129.2,-44.84,0.2101999968290329,0.4970000088214874,0.0823,0.06,1893.27
245,BSS,Love Song,K-Pop,175.64,USA,99.38,-42.41,0.1284999996423721,0.265500009059906,0.0943,0.06,2341.83
246,BSS,Happy Alone,K-Pop,227.653,USA,112.35,-42.35,0.2741000056266784,0.5824999809265137,0.1379,0.1,2983.9
247,Mac Miller,5 Dollar Pony Rides,Hip-Hop/Rap,222.119,USA,198.77,-48.16,0.2865000069141388,0.6075000166893005,0.0557,0.03,1528.78
248,LE SSERAFIM,ANTIFRAGILE,K-Pop,184.444,USA,103.36,-45.36,0.2547999918460846,0.6008999943733215,0.1084,0.09,2622.82
249,BIGBANG,Bad Boy,K-Pop,236.817,USA,152.0,-39.91,0.2396000027656555,0.4970999956130981,0.0921,0.06,2274.15
250,IVE,REBEL HEART,K-Pop,188.267,USA,129.2,-43.23,0.2671999931335449,0.6154999732971191,0.0975,0.06,2518.54
251,Doechii,DENIAL IS A RIVER,Hip-Hop/Rap,159.586,USA,92.29,-44.43,0.2763000130653381,0.6601999998092651,0.1015,0.09,2220.75
252,HUH YUNJIN,jellyfish,K-Pop,157.169,USA,143.55,-50.38,0.2476000040769577,0.6597999930381775,0.067,0.07,1849.29
253,BOYNEXTDOOR,Dangerous,K-Pop,143.773,USA,112.35,-50.49,0.2286999970674514,0.6072999835014343,0.091,0.08,2285.83
254,GFRIEND,Rough,K-Pop,209.105,USA,112.35,-37.34,0.251800000667572,0.4309000074863434,0.1271,0.07,2721.64
255,BOYNEXTDOOR,Serenade,K-Pop,183.56,USA,136.0,-43.89,0.2693000137805938,0.5485000014305115,0.1059,0.07,2510.51
256,IVE,HEYA,K-Pop,189.68,USA,92.29,-40.92,0.2811999917030334,0.5800999999046326,0.1188,0.08,2887.07
257,NewJeans,Right Now,J-Pop,160.413,USA,86.13,-47.86,0.2840000092983246,0.6543999910354614,0.0701,0.06,2206.88
258,"Mac Miller, SZA",DJ's Chord Organ (feat. SZA),,,,143.55,-51.24,0.2064999938011169,0.6486999988555908,0.058,0.03,1395.35
259,"Central Cee, 21 Savage",GBP (feat. 21 Savage),Hip-Hop/Rap,154.8,USA,143.55,-44.64,0.2596000134944916,0.6000999808311462,0.0896,0.08,2409.14
260,Mac Miller,Funny Papers,Hip-Hop/Rap,359.234,USA,172.27,-50.93,0.3073000013828277,0.5992000102996826,0.0398,0.03,1161.42
261,GIRIBOY,I Think It’s Love,Hip-Hop/Rap,183.0,USA,152.0,-51.45,0.2135999947786331,0.6729000210762024,0.0624,0.04,1574.16
262,Mac Miller,Do You Have A Destination?,,,,83.35,-46.77,0.2703000009059906,0.6097999811172485,0.0643,0.04,1490.44
263,Bank,Can't Have You,Pop,190.754,USA,152.0,-51.31,0.1288000047206878,0.3901999890804291,0.0727,0.05,1809.48
264,Mac Miller,Tambourine Dream,Hip-Hop/Rap,33.142,USA,129.2,-33.95,0.0542999990284442,0.1280000060796737,0.4806,0.06,4929.28
265,Mac Miller,Friendly Hallucinations,Hip-Hop,292.467,USA,80.75,-49.33,0.266400009393692,0.6082000136375427,0.0687,0.06,1832.71
266,BOYNEXTDOOR,But I Like You,,,,99.38,-44.91,0.2781000137329101,0.5564000010490417,0.1098,0.07,2678.49
267,Yorushika,へび,Alternative,255.615,USA,86.13,-42.56,0.125,0.2424000054597854,0.071,0.05,1998.47
268,YB,나는 나비,K-Pop,438.965,USA,129.2,-37.43,0.1719000041484832,0.3192000091075897,0.1372,0.06,2799.56
269,OneRepublic,I Ain't Worried,Pop,148.486,USA,69.84,-43.71,0.2222999930381775,0.4979000091552734,0.0887,0.06,2187.4
270,OneRepublic,Counting Stars,Pop,257.286,USA,123.05,-41.57,0.1185000017285347,0.2671999931335449,0.1034,0.07,2472.5
271,Lauv,I Like Me Better,Pop,197.437,USA,92.29,-50.72,0.1851000040769577,0.65420001745224,0.0864,0.07,2237.61
272,The Walters,I Love You So,Alternative,160.24,USA,76.0,-42.61,0.2115000039339065,0.4119000136852264,0.0859,0.04,1909.65
273,BABYMONSTER,FOREVER,K-Pop,212.734,USA,129.2,-46.03,0.2352000027894973,0.5999000072479248,0.1045,0.07,2478.28
274,D.O.,Snowfall at Night,K-Pop,179.373,USA,143.55,-52.56,0.1624000072479248,0.4550000131130218,0.0517,0.04,1622.63
275,GD&TOP,High High,K-Pop,186.175,USA,123.05,-46.35,0.1592999994754791,0.4909999966621399,0.0947,0.06,2226.22
276,"PATEKO, ASH ISLAND, Skinny Brown","Rainy day (Feat. ASH ISLAND, Skinny Brown)",Hip-Hop/Rap,219.691,USA,161.5,-45.98,0.2407000064849853,0.6129000186920166,0.0957,0.06,2128.68
277,ZEROBASEONE,Doctor! Doctor!,K-Pop,152.137,USA,86.13,-49.44,0.1887000054121017,0.4722000062465668,0.0754,0.07,2186.34
278,BOYNEXTDOOR,One and Only,K-Pop,167.987,USA,99.38,-44.07,0.2994000017642975,0.5730999708175659,0.086,0.07,2296.5
279,NewJeans,Cookie,K-Pop,235.562,USA,103.36,-46.49,0.2820999920368194,0.5559999942779541,0.0905,0.08,2495.7
280,NCT WISH,Miracle,K-Pop,177.107,USA,103.36,-36.01,0.1155999973416328,0.1802999973297119,0.1185,0.05,2557.44
281,Travis Scott,4X4,Hip-Hop/Rap,190.581,USA,143.55,-45.79,0.2536999881267547,0.6373999714851379,0.0876,0.07,2378.28
282,MeloMance,Gift,Singer/Songwriter,260.607,USA,161.5,-45.47,0.2039999961853027,0.4623999893665313,0.0715,0.05,1762.81
283,"Sexyy Red, Bruno Mars",Fat Juicy & Wet,Hip-Hop/Rap,141.057,USA,103.36,-46.74,0.2441000044345855,0.691100001335144,0.1037,0.08,2710.75
284,Jin,Close to You,K-Pop,228.147,USA,129.2,-46.34,0.2847000062465668,0.5672000050544739,0.0536,0.03,1465.54
285,Ed Sheeran,Shape of You,Pop,233.713,USA,129.2,-47.0,0.2401999980211258,0.6015999913215637,0.0857,0.07,2081.5
286,Kenshi Yonezu,BOW AND ARROW,J-Pop,175.727,USA,89.1,-43.09,0.1991000026464462,0.4397999942302704,0.0985,0.06,2424.42
287,Park Hyo Shin,"눈의 꽃 - 미안하다, 사랑한다 (Original Television Soundtrack)",TV Soundtrack,339.856,USA,143.55,-48.57,0.1808999925851822,0.5029000043869019,0.0719,0.05,2078.46
288,Choi Yu Ree,Forest,Folk,228.267,USA,112.35,-51.18,0.2046999931335449,0.5153999924659729,0.048,0.03,1419.18
289,The Weeknd,Blinding Lights,R&B/Soul,201.57,USA,86.13,-43.68,0.1988999992609024,0.4478999972343445,0.0758,0.05,1961.22
290,Benson Boone,Beautiful Things,Pop,180.304,USA,107.67,-47.97,0.1736000031232834,0.4648000001907348,0.0839,0.07,2066.19
291,"JENNIE, Dominic Fike",Love Hangover (feat. Dominic Fike),Pop,180.129,USA,143.55,-47.85,0.1535000056028366,0.3790000081062317,0.1058,0.08,2530.26
292,"The Weeknd, Justice",Wake Me Up (feat. Justice),R&B/Soul,308.575,USA,112.35,-48.5,0.1749999970197677,0.5957000255584717,0.0811,0.05,2095.37
293,The Weeknd,Cry For Me,R&B/Soul,224.137,USA,117.45,-46.16,0.2551999986171722,0.5767999887466431,0.0764,0.06,2112.08
294,"The Weeknd, Anitta",São Paulo (feat. Anitta),R&B/Soul,148.853,USA,129.2,-46.4,0.2917999923229217,0.7475000023841858,0.0683,0.05,1984.16
295,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),R&B/Soul,256.0,USA,117.45,-45.34,0.2901000082492828,0.5738999843597412,0.0795,0.06,2283.35
296,The Weeknd,Open Hearts,R&B/Soul,234.924,USA,123.05,-46.31,0.1492000073194503,0.4214999973773956,0.0673,0.04,1808.35
297,The Weeknd,Baptized In Fear,R&B/Soul,232.176,USA,123.05,-45.06,0.2143000066280365,0.6187999844551086,0.0922,0.06,2149.95
298,"The Weeknd, Travis Scott, Florence + The Machine","Reflections Laughing (feat. Travis Scott, Florence + The Machine)",R&B/Soul,291.193,USA,161.5,-51.44,0.2268999963998794,0.6179999709129333,0.0497,0.04,1458.65
299,The Weeknd,Opening Night,R&B/Soul,96.024,USA,89.1,-45.09,0.1826999932527542,0.4629000127315521,0.087,0.05,2033.86
300,"The Weeknd, Future",Enjoy The Show (feat. Future),R&B/Soul,301.429,USA,117.45,-48.22,0.2143000066280365,0.6049000024795532,0.0674,0.04,1742.22
301,The Weeknd,I Can't Wait To Get There,R&B/Soul,188.922,USA,73.83,-50.78,0.2843999862670898,0.6229000091552734,0.0363,0.03,1288.57
302,The Weeknd,Given Up On Me,R&B/Soul,354.781,USA,117.45,-56.61,0.1731999963521957,0.6351000070571899,0.0452,0.04,1493.98
303,The Weeknd,Niagara Falls,R&B/Soul,277.275,USA,95.7,-45.34,0.2185000032186508,0.5670999884605408,0.0787,0.06,1940.27
304,The Weeknd,Take Me Back To LA,R&B/Soul,253.735,USA,103.36,-44.53,0.1930000036954879,0.5254999995231628,0.0962,0.06,2214.75
305,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",Soundtrack,244.685,USA,172.27,-48.76,0.2400999963283538,0.7139999866485596,0.0815,0.06,2043.46
306,IVE,ATTITUDE,K-Pop,194.733,USA,117.45,-39.28,0.2687000036239624,0.5386000275611877,0.1189,0.07,2984.57
307,PLAVE,Dash,Korean Rock,174.533,USA,103.36,-46.22,0.2102999985218048,0.5109999775886536,0.1036,0.08,2480.83
308,PLAVE,Chroma Drift,R&B/Soul,210.827,USA,86.13,-44.66,0.250900000333786,0.6147000193595886,0.1063,0.07,2562.09
309,PLAVE,RIZZ,Korean Hip-Hop,164.733,USA,112.35,-42.88,0.3675000071525574,0.7404000163078308,0.1024,0.08,2748.25
310,PLAVE,Island,K-Pop,256.12,USA,172.27,-46.93,0.195700004696846,0.5123999714851379,0.0801,0.05,2118.62
311,PLAVE,12:32 (A to T),K-Pop,193.293,USA,86.13,-47.68,0.1431999951601028,0.3445000052452087,0.0744,0.06,2224.87
312,Kendrick Lamar,Not Like Us,Hip-Hop/Rap,274.192,USA,99.38,-49.38,0.2601999938488006,0.5246000289916992,0.0799,0.08,2219.94
313,Lady Gaga,Abracadabra,Pop,223.398,USA,123.05,-42.79,0.1106999963521957,0.3655999898910522,0.1001,0.05,2338.93
314,Yerin Baek,Bye bye my blue,K-Pop,203.41,USA,89.1,-50.68,0.2009000033140182,0.5037000179290771,0.0623,0.05,1740.25
315,"Kendrick Lamar, Lefty Gunplay",tv off (feat. lefty gunplay),Hip-Hop/Rap,220.69,USA,99.38,-47.66,0.2578999996185303,0.5985000133514404,0.0971,0.1,2588.42
316,BOYNEXTDOOR,Gonna Be A Rock,,,,129.2,-42.68,0.2779000103473663,0.5263000130653381,0.0814,0.05,2103.49
317,V,Christmas Tree,Soundtrack,209.947,USA,143.55,-50.06,0.2260999977588653,0.4848000109195709,0.058,0.06,1579.26
318,"LISA, Doja Cat, RAYE",Born Again (feat. Doja Cat & RAYE),Pop,231.174,USA,117.45,-41.04,0.1571999937295913,0.3440000116825104,0.1192,0.07,2742.91
319,Kendrick Lamar,squabble up,Hip-Hop/Rap,157.992,USA,103.36,-47.31,0.3197000026702881,0.7032999992370605,0.096,0.1,2571.35
320,"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",Hip-Hop/Rap,232.19,USA,95.7,-45.65,0.315200001001358,0.5921000242233276,0.0579,0.05,1611.01
321,"Ty Dolla $ign, Yé",Wheels Fall Off (feat. Ye),Christian,231.043,USA,103.36,-49.88,0.2125000059604644,0.5738000273704529,0.1138,0.11,2870.95
322,Molly Yam,Burning slow,,,,123.05,-44.78,0.3486000001430511,0.725600004196167,0.0762,0.07,2299.91
323,Kendrick Lamar,HUMBLE.,Hip-Hop/Rap,177.0,USA,152.0,-49.12,0.2599999904632568,0.5766000151634216,0.0633,0.07,2338.46
324,"SZA, Kendrick Lamar",30 For 30 (with Kendrick Lamar),R&B/Soul,278.28,USA,69.84,-53.11,0.2428999990224838,0.7360000014305115,0.0623,0.05,1581.3
325,ASH ISLAND,Ghost of You,K-Pop,175.627,USA,89.1,-41.52,0.2739000022411346,0.5404000282287598,0.1023,0.06,2542.41
326,"Molly Yam, Sik-K, GGM LIL DRAGON","Burning slow (feat. Sik-K, GGM LIL DRAGON) - Remix",,,,123.05,-42.34,0.3318000137805938,0.5863000154495239,0.0841,0.07,2436.39
327,Jimin,Christmas Love,K-Pop,197.931,USA,99.38,-42.81,0.2493000030517578,0.5174999833106995,0.1234,0.08,2847.23
328,JISOO,earthquake,K-Pop,190.807,USA,129.2,-50.75,0.1178999990224838,0.4151000082492828,0.0721,0.06,2270.54
329,JISOO,Your Love,K-Pop,173.232,USA,107.67,-43.49,0.1806000024080276,0.3964999914169311,0.088,0.05,2360.38
330,JISOO,TEARS,K-Pop,182.221,USA,123.05,-44.97,0.2793999910354614,0.6901000142097473,0.1294,0.1,2877.68
331,JISOO,Hugs & Kisses,Rock,333.283,USA,117.45,-44.32,0.2831999957561493,0.619700014591217,0.0869,0.07,2582.69
332,Sabrina Carpenter,Busy Woman,Pop,216.479,USA,117.45,-40.9,0.2777999937534332,0.5220999717712402,0.1013,0.06,2504.5
333,"Kendrick Lamar, Zacari",LOVE. FEAT. ZACARI.,Hip-Hop/Rap,213.4,USA,123.05,-50.34,0.1905999928712844,0.6764000058174133,0.0822,0.06,1995.97
334,ZO ZAZZ,Don`t you know(PROD.ROCOBERRY),,,,129.2,-49.82,0.1436000019311905,0.489300012588501,0.0803,0.05,1919.03
335,"JENNIE, Doechii",ExtraL (feat. Doechii),Pop,167.754,USA,143.55,-48.18,0.2111999988555908,0.5565999746322632,0.1166,0.08,2873.62
336,"Don Toliver, Speedy, j-hope, Pharrell Williams",LV Bag (feat. j-hope of BTS & Pharrell Williams),Hip-Hop/Rap,182.604,USA,123.05,-47.15,0.2849999964237213,0.6442999839782715,0.0869,0.08,2646.05
337,BIBI,Bluebird,K-Pop,179.871,USA,123.05,-53.95,0.1491000056266784,0.3689000010490417,0.0479,0.03,1241.82
338,YOASOBI,夜に駆ける,J-Pop,261.013,USA,129.2,-41.08,0.2694000005722046,0.4745999872684479,0.104,0.07,2586.69
339,CHUNG HA,STRESS,K-Pop,204.4,USA,117.45,-40.79,0.2779000103473663,0.5501000285148621,0.1197,0.07,2699.39
340,KiiiKiii,I DO ME,K-Pop,190.557,USA,95.7,-44.38,0.2470999956130981,0.4584999978542328,0.0709,0.05,1996.91
341,Hearts2Hearts,The Chase,K-Pop,178.9,USA,123.05,-45.31,0.3001999855041504,0.4979000091552734,0.0594,0.04,1810.61
342,Lim Changjung,내가 저지른 사랑,K-Pop,238.252,USA,129.2,-45.03,0.1510999947786331,0.3152999877929687,0.08,0.05,1992.87
343,"G-DRAGON, Anderson .Paak",TOO BAD,K-Pop,153.665,USA,117.45,-43.27,0.2168000042438507,0.5475999712944031,0.1053,0.07,2525.98
344,G-DRAGON,DRAMA,K-Pop,234.772,USA,107.67,-46.86,0.2134999930858612,0.4760000109672546,0.0696,0.07,1685.73
345,G-DRAGON,TAKE ME,K-Pop,219.004,USA,123.05,-40.85,0.2535000145435333,0.4519999921321869,0.0937,0.05,2308.66
346,G-DRAGON,IBELONGIIU,K-Pop,193.071,USA,103.36,-42.78,0.232800006866455,0.578000009059906,0.1039,0.06,2426.52
347,G-DRAGON,보나마나 (BONAMANA),K-Pop,195.536,USA,129.2,-44.91,0.1759999990463256,0.3871999979019165,0.0788,0.08,2061.51
348,G-DRAGON,GYRO-DROP,K-Pop,168.81,USA,99.38,-43.12,0.2617000043392181,0.5787000060081482,0.1037,0.07,2514.36
349,hunnie gz,Me do i,,,,143.55,-44.62,0.2592999935150146,0.605400025844574,0.0892,0.07,2343.92
350,Hearts2Hearts,Butterflies,K-Pop,177.228,USA,89.1,-47.89,0.25,0.5860000252723694,0.0756,0.05,2112.95
351,The Volunteers,Rules,Rock,251.033,USA,89.1,-40.89,0.2529000043869018,0.4950999915599823,0.0977,0.04,2598.4
352,G-DRAGON,A Boy,K-Pop,209.293,USA,117.45,-43.08,0.1904000043869018,0.4442000091075897,0.1205,0.08,2798.35
353,BOYNEXTDOOR,So let's go see the stars,K-Pop,202.693,USA,143.55,-46.7,0.1162000000476837,0.4212999939918518,0.0946,0.05,2178.89
354,BTS,Spring Day,K-Pop,274.097,USA,107.67,-40.86,0.2833999991416931,0.5921000242233276,0.1583,0.08,3085.27
355,"LISA, Future",FXCK UP THE WORLD (feat. Future),Pop,184.155,USA,143.55,-41.25,0.3786999881267547,0.6229000091552734,0.088,0.1,2943.09
356,GD X TAEYANG,GOOD BOY,Hip-Hop/Rap,245.192,USA,95.7,-34.07,0.1254999935626983,0.2045000046491623,0.1465,0.07,2933.01
357,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Pop,190.453,USA,152.0,-45.11,0.1609999984502792,0.529699981212616,0.1063,0.07,2543.07
358,LISA,Moonlit Floor (Kiss Me),Pop,155.757,USA,112.35,-45.89,0.2001000046730041,0.5695000290870667,0.1255,0.09,2919.17
359,LEE MU JIN,Coming Of Age Story,Korean Rock,275.173,USA,95.7,-39.13,0.2777000069618225,0.5026000142097473,0.0934,0.03,2282.24
360,NMIXX,High Horse,K-Pop,203.213,USA,95.7,-43.21,0.1513999998569488,0.3264000117778778,0.103,0.07,2579.56
361,Mrs. GREEN APPLE,ライラック,Rock,288.2,USA,152.0,-40.07,0.2926999926567077,0.4975999891757965,0.1013,0.05,2460.14
362,"The Chainsmokers, Halsey",Closer,Dance,245.506,USA,95.7,-42.4,0.1882999986410141,0.4433000087738037,0.1251,0.09,2817.43
363,JENNIE,like JENNIE,Pop,123.518,USA,129.2,-44.41,0.1469999998807907,0.3779000043869018,0.101,0.07,2362.23
364,"JENNIE, Dua Lipa",Handlebars (feat. Dua Lipa),Pop,184.698,USA,152.0,-41.88,0.2799000144004822,0.5012000203132629,0.1024,0.06,2472.18
365,10CM,To Reach You,K-Pop,158.68,USA,123.05,-40.19,0.3000000119209289,0.5077999830245972,0.099,0.05,2356.39
366,JENNIE,ZEN,Pop,201.447,USA,107.67,-48.94,0.1932999938726425,0.5169000029563904,0.1046,0.09,2424.7
367,JENNIE,start a war,Pop,165.067,USA,129.2,-39.84,0.324099987745285,0.5493000149726868,0.0858,0.05,2155.82
368,JENNIE,with the IE (way up),Pop,163.9,USA,89.1,-42.58,0.3055999875068664,0.6449999809265137,0.1231,0.09,2663.63
369,"JENNIE, Childish Gambino, Kali Uchis",Damn Right (feat. Childish Gambino & Kali Uchis),Pop,230.895,USA,117.45,-46.23,0.2258999943733215,0.4959000051021576,0.0747,0.05,2405.44
370,"JENNIE, FKJ",Intro : JANE with FKJ,Pop,98.256,USA,99.38,-57.69,0.1632000058889389,0.6017000079154968,0.046,0.03,1099.86
371,"j-hope, Miguel",Sweet Dreams (feat. Miguel),K-Pop,172.952,USA,95.7,-46.84,0.2337000072002411,0.5601000189781189,0.0656,0.05,1951.39
372,JENNIE,F.T.S.,Classical,239.52,USA,60.09,-42.52,0.2025000005960464,0.3876000046730041,0.078,0.05,1783.62
373,JENNIE,Seoul City,Pop,164.398,USA,152.0,-47.28,0.2845999896526336,0.5471000075340271,0.0628,0.05,1889.68
374,JENNIE,Filter,Pop,151.776,USA,184.57,-47.42,0.2772000133991241,0.6692000031471252,0.0975,0.09,2432.6
375,JENNIE,Starlight,Pop,168.458,USA,152.0,-45.91,0.2459000051021576,0.5358999967575073,0.0869,0.07,2433.66
376,JENNIE,twin,Pop,208.909,USA,112.35,-48.17,0.157600000500679,0.3657000064849853,0.0698,0.06,1882.58
377,Doechii,Anxiety,Hip-Hop/Rap,249.302,USA,129.2,-45.34,0.1013000011444091,0.1990000009536743,0.0628,0.05,1766.3
378,Lady Gaga,Garden Of Eden,Pop,239.721,USA,123.05,-37.5,0.294400006532669,0.5041000247001648,0.0965,0.04,2525.49
379,5 Seconds of Summer,Teeth,Pop,204.887,USA,136.0,-43.98,0.1888000071048736,0.3330000042915344,0.0723,0.07,1929.09
380,Seungmin,My Destiny,Soundtrack,230.427,USA,107.67,-45.59,0.2184000015258789,0.5647000074386597,0.0865,0.06,2235.84
381,PLAVE,Wait for you,Dance,231.987,USA,95.7,-41.45,0.270000010728836,0.5180000066757202,0.1025,0.06,2334.65
382,YEJI,Air,K-Pop,194.8,USA,123.05,-44.77,0.2316000014543533,0.5277000069618225,0.0943,0.06,2631.24
383,TREASURE,YELLOW,K-Pop,191.802,USA,99.38,-45.73,0.2089000046253204,0.5511000156402588,0.1025,0.07,2435.57
384,LE SSERAFIM,HOT,K-Pop,143.798,USA,129.2,-41.07,0.3282999992370605,0.6162999868392944,0.0908,0.06,2308.39
385,Playboi Carti,EVIL J0RDAN,Dance,109.166,USA,103.36,-48.3,0.2459000051021576,0.5324000120162964,0.0679,0.05,2198.53
386,Playboi Carti,POP OUT,Hip-Hop/Rap,148.053,USA,143.55,-36.64,0.4598000049591064,0.6668999791145325,0.0748,0.04,2967.21
387,"Playboi Carti, Travis Scott",CRUSH (with Travis Scott),Hip-Hop/Rap,243.837,USA,143.55,-40.1,0.2028000056743621,0.4648999869823456,0.1544,0.09,3138.02
388,"Playboi Carti, The Weeknd",RATHER LIE (with The Weeknd),R&B/Soul,256.0,USA,89.1,-42.84,0.2728999853134155,0.5698999762535095,0.0918,0.06,2640.49
389,LE SSERAFIM,Come Over,K-Pop,137.178,USA,103.36,-43.25,0.3019999861717224,0.5546000003814697,0.0864,0.05,2249.67
390,Playboi Carti,K POP,Hip-Hop/Rap,191.703,USA,71.78,-40.1,0.2248000055551529,0.4185999929904938,0.1278,0.09,3445.11
391,Playboi Carti,MOJO JOJO,,,,99.38,-44.69,0.3249000012874603,0.5570999979972839,0.069,0.08,2560.3
392,LE SSERAFIM,Ash,K-Pop,197.853,USA,112.35,-44.05,0.2768999934196472,0.546999990940094,0.0777,0.05,2135.55
393,"Playboi Carti, Travis Scott",PHILLY (with Travis Scott),Hip-Hop/Rap,228.267,USA,143.55,-45.99,0.3097999989986419,0.5863999724388123,0.0577,0.04,2231.88
394,"Playboi Carti, Kendrick Lamar, Jhené Aiko",BACKD00R (feat. Kendrick Lamar & Jhené Aiko),,,,143.55,-46.05,0.240799993276596,0.5390999913215637,0.0976,0.09,2679.55
395,LE SSERAFIM,So Cynical (Badum),K-Pop,155.489,USA,129.2,-48.25,0.3257000148296356,0.6262000203132629,0.063,0.06,2357.26
396,Playboi Carti,RADAR,,,,152.0,-42.02,0.3269999921321869,0.5048999786376953,0.0726,0.06,2722.7
397,Playboi Carti,FINE SHIT,Hip-Hop/Rap,228.267,USA,103.36,-46.17,0.4126000106334686,0.5900999903678894,0.0548,0.06,2868.55
398,LE SSERAFIM,Born Fire,K-Pop,136.327,USA,129.2,-48.49,0.2432000041007995,0.5476999878883362,0.0923,0.08,2167.4
399,BOYNEXTDOOR,Never Loved This Way Before,Soundtrack,265.16,USA,152.0,-47.47,0.1820999979972839,0.4878999888896942,0.082,0.06,2307.57
400,"Playboi Carti, Skepta",TOXIC (with Skepta),Hip-Hop/Rap,191.703,USA,143.55,-43.16,0.3172999918460846,0.4659000039100647,0.0617,0.08,2477.12
401,Playboi Carti,I SEEEEEE YOU BABY BOI,,,,95.7,-38.23,0.3711999952793121,0.5306000113487244,0.0864,0.05,3229.5
402,"Playboi Carti, Kendrick Lamar",GOOD CREDIT (with Kendrick Lamar),Hip-Hop/Rap,211.421,USA,143.55,-40.09,0.2684000134468078,0.4573999941349029,0.0777,0.06,2703.64
403,Playboi Carti,MUNYUN,,,,112.35,-44.88,0.2603000104427337,0.4359000027179718,0.0605,0.07,2576.47
404,Playboi Carti,CRANK,R&B/Soul,256.0,USA,143.55,-38.73,0.354200005531311,0.4305999875068664,0.0906,0.05,3202.98
405,"Playboi Carti, Future, Travis Scott",CHARGE DEM HOES A FEE (with Future & Travis Scott),,,,80.75,-38.73,0.3749000132083893,0.5209000110626221,0.0797,0.07,2934.51
406,Chappell Roan,The Giver,Country,202.768,USA,92.29,-36.69,0.2942000031471252,0.4950000047683716,0.1021,0.05,2291.27
