music_id,artist_names,track_name,genre,track_length_sec,release_country,tempo,mean_mel,mean_rms,max_rms,mean_zcr,std_zcr,mean_centroid
28,BABYMONSTER,DRIP,Dance,180.846,USA,117.45,-44.49,0.2391999959945678,0.5580999851226807,0.0951,0.06,2364.37
29,ILLIT,Magnetic,K-Pop,160.688,USA,129.2,-46.33,0.2023999989032745,0.428600013256073,0.1137,0.11,2648.09
30,aespa,UP - KARINA Solo,K-Pop,166.64,USA,99.38,-42.91,0.2991000115871429,0.5992000102996826,0.0941,0.07,2741.11
31,G-DRAGON,CROOKED,K-Pop,255.747,USA,129.2,-37.5,0.298799991607666,0.5486999750137329,0.1352,0.08,2994.07
32,G-DRAGON,POWER,K-Pop,143.242,USA,92.29,-42.14,0.2576000094413757,0.5296000242233276,0.1078,0.07,2539.87
33,G-DRAGON,"무제(無題) (Untitled, 2014)",K-Pop,222.868,USA,80.75,-46.82,0.1967000067234039,0.4291999936103821,0.0829,0.07,1619.79
34,Billie Eilish,BIRDS OF A FEATHER,Alternative,210.373,USA,103.36,-51.7,0.2284000068902969,0.5511999726295471,0.0495,0.05,1722.38
35,ILLIT,Cherish (My Love),K-Pop,176.854,USA,143.55,-45.95,0.228300005197525,0.5425999760627747,0.0915,0.06,2326.19
36,aespa,Supernova,K-Pop,178.88,USA,117.45,-43.6,0.2838000059127807,0.6258999705314636,0.0953,0.07,2495.43
37,BIGBANG,BANG BANG BANG,K-Pop,220.178,USA,136.0,-40.27,0.2809999883174896,0.5651000142097473,0.1038,0.06,2506.58
38,Lim Young Woong,Warmth,K-Pop,235.053,USA,64.6,-49.12,0.2194000035524368,0.5637999773025513,0.068,0.06,1706.19
39,DAY6,한 페이지가 될 수 있게 Time of Our Life,K-Pop,205.576,USA,172.27,-38.03,0.13230000436306,0.2666000127792358,0.1476,0.06,3103.88
40,Lim Young Woong,Home,K-Pop,235.333,USA,129.2,-39.37,0.1823000013828277,0.3948999941349029,0.1159,0.06,2576.24
41,Lim Young Woong,Grain of Sand,K-Pop,220.313,USA,129.2,-47.99,0.2346999943256378,0.4541999995708465,0.0437,0.03,1348.22
42,NewJeans,Supernatural,J-Pop,191.0,USA,107.67,-41.42,0.2775999903678894,0.5440000295639038,0.0992,0.06,2547.1
43,KISS OF LIFE,Igloo,K-Pop,131.787,USA,143.55,-48.42,0.1817999929189682,0.4199999868869781,0.0967,0.09,2435.75
44,ROSÉ,number one girl,Pop,216.443,USA,58.73,-43.62,0.1668000072240829,0.3684999942779541,0.0882,0.06,2132.46
45,Lim Young Woong,Do or Die,K-Pop,205.44,USA,123.05,-37.83,0.2316000014543533,0.447299987077713,0.12,0.06,2956.59
46,NewJeans,How Sweet,K-Pop,219.027,USA,123.05,-43.96,0.2381999939680099,0.5827999711036682,0.1595,0.1,3332.43
47,fromis_9,Supersonic,K-Pop,174.147,USA,92.29,-41.05,0.2567000091075897,0.4984999895095825,0.1066,0.07,2661.36
48,QWER,My Name is Malguem,K-Pop,188.32,USA,73.83,-40.12,0.2569000124931335,0.4595000147819519,0.1135,0.05,2635.6
49,Lim Young Woong,London Boy,Rock,244.5,USA,89.1,-39.06,0.3167999982833862,0.5436000227928162,0.1131,0.06,2325.66
50,"HAON, GISELLE",Skrr (feat. GISELLE),K-Pop,219.2,USA,117.45,-54.6,0.2232999950647354,0.7092999815940857,0.0725,0.08,2022.31
51,BIGBANG,Still Life,K-Pop,188.369,USA,117.45,-42.22,0.2524999976158142,0.5454000234603882,0.0907,0.06,2190.71
52,ILLIT,Tick-Tack,K-Pop,129.469,USA,129.2,-47.67,0.220100000500679,0.5277000069618225,0.1171,0.09,2656.4
53,WOODZ,Drowning,K-Pop,244.987,USA,112.35,-42.68,0.266400009393692,0.5978000164031982,0.1194,0.06,2530.81
54,aespa,Armageddon,K-Pop,196.467,USA,92.29,-40.79,0.2982000112533569,0.5321000218391418,0.095,0.05,2220.12
55,NewJeans,Ditto,K-Pop,185.507,USA,136.0,-43.62,0.2203000038862228,0.4609000086784363,0.0927,0.06,2619.19
56,BUMJIN,A Letter,K-Pop,215.76,USA,73.83,-46.18,0.2020999938249588,0.4833000004291534,0.0692,0.07,1792.94
57,"V, Bing Crosby",White Christmas (with V of BTS),Holiday,183.613,USA,99.38,-48.91,0.193800002336502,0.4715000092983246,0.0532,0.03,1376.92
58,d4vd,Here With Me,Alternative,242.485,USA,66.26,-46.82,0.1421999931335449,0.3264999985694885,0.057,0.03,1440.59
59,LE SSERAFIM,CRAZY,K-Pop,164.554,USA,129.2,-43.16,0.3249000012874603,0.7002999782562256,0.1251,0.09,2944.73
60,DAY6,Welcome to the Show,K-Pop,217.068,USA,129.2,-42.1,0.2277999967336654,0.4979000091552734,0.0927,0.05,2203.19
61,Lim Young Woong,Polaroid,Rock,206.4,USA,103.36,-43.74,0.1721999943256378,0.3152999877929687,0.08,0.06,1995.49
62,ILLIT,Lucky Girl Syndrome,K-Pop,140.021,USA,117.45,-42.49,0.2457000017166137,0.5103999972343445,0.1311,0.09,3117.39
63,Hwang Karam,I`m Firefly,,,,143.55,-46.52,0.2342000007629394,0.522599995136261,0.0832,0.07,2115.62
64,Lim Young Woong,If We Ever Meet Again,K-Pop,274.375,USA,129.2,-47.39,0.1996999979019165,0.4875000119209289,0.0641,0.07,1650.3
65,DAY6,예뻤어 You Were Beautiful,K-Pop,283.16,USA,83.35,-39.83,0.2764999866485595,0.4830999970436096,0.1002,0.06,2256.98
66,BIGBANG,LAST DANCE,K-Pop,279.656,USA,143.55,-44.32,0.2409999966621399,0.5602999925613403,0.0919,0.07,2030.7
67,BIGBANG,Fantastic Baby,K-Pop,230.573,USA,129.2,-42.67,0.1067999973893165,0.2186000049114227,0.1123,0.09,2650.69
68,JAESSBEE,Every Moment With You,K-Pop,172.28,USA,112.35,-46.1,0.1569000035524368,0.480100005865097,0.1069,0.06,2332.53
69,JENNIE,Mantra,Pop,136.627,USA,117.45,-44.14,0.2949000000953674,0.5368000268936157,0.084,0.08,2555.52
70,NewJeans,Hype Boy,K-Pop,179.027,USA,99.38,-37.15,0.2185000032186508,0.4000000059604645,0.1579,0.07,3215.49
71,BIGBANG,Blue,K-Pop,233.099,USA,123.05,-43.12,0.2240000069141388,0.4162000119686126,0.0786,0.07,2238.39
72,Jimin,Like Crazy (English Version),K-Pop,212.254,USA,117.45,-40.36,0.2863000035285949,0.5361999869346619,0.1006,0.06,2682.61
73,Bruno Mars,That's What I Like,Pop,206.697,USA,136.0,-44.72,0.2240999937057495,0.5040000081062317,0.1142,0.09,2659.51
74,DAY6,Congratulations,K-Pop,229.293,USA,89.1,-37.25,0.2363999933004379,0.4120000004768371,0.1306,0.06,2663.95
75,TWS,plot twist,K-Pop,152.4,USA,112.35,-44.56,0.2185000032186508,0.5436000227928162,0.1082,0.08,2510.95
76,BIGBANG,Sunset Glow,K-Pop,204.92,USA,123.05,-36.23,0.2973999977111816,0.5270000100135803,0.1296,0.07,2880.02
77,"Jin, WENDY",Heart on the Window (with WENDY),K-Pop,177.093,USA,143.55,-42.86,0.2795000076293945,0.5863000154495239,0.0853,0.05,2438.24
78,ROSÉ,drinks or coffee,Pop,133.113,USA,136.0,-47.46,0.2885000109672546,0.5950000286102295,0.0641,0.07,2091.2
79,V,FRI(END)S,K-Pop,148.082,USA,161.5,-53.47,0.1747000068426132,0.6265000104904175,0.0878,0.07,2285.38
80,SZA,BMF,R&B/Soul,180.747,USA,129.2,-49.56,0.2065999954938888,0.6223999857902527,0.0691,0.04,1838.38
81,V,Love Me Again,K-Pop,182.293,USA,73.83,-47.53,0.2305999994277954,0.5903000235557556,0.0733,0.06,2032.47
82,aespa,Drama,K-Pop,214.973,USA,129.2,-38.65,0.3248000144958496,0.5444999933242798,0.1228,0.06,2593.69
83,BIGBANG,Haru Haru,K-Pop,256.36,USA,123.05,-38.47,0.0798000022768974,0.1571999937295913,0.1276,0.07,2597.03
84,QWER,T.B.H,K-Pop,175.88,USA,89.1,-41.78,0.2309000045061111,0.4771000146865845,0.1491,0.08,3028.79
85,NewJeans,OMG,K-Pop,212.253,USA,129.2,-43.8,0.2985999882221222,0.5697000026702881,0.0873,0.05,2372.57
86,Lim Young Woong,Rainbow,K-Pop,196.4,USA,95.7,-41.45,0.2517000138759613,0.4652999937534332,0.1092,0.08,2519.92
87,Lim Young Woong,"Our Blues, Our Life",K-Pop,207.387,USA,136.0,-49.11,0.1374000012874603,0.3729000091552734,0.0659,0.04,1666.4
88,RIIZE,Boom Boom Bass,K-Pop,152.89,USA,117.45,-44.51,0.2651999890804291,0.5924999713897705,0.0947,0.07,2438.45
89,"Car, the garden",Closely Far Away,K-Pop,194.547,USA,92.29,-50.57,0.1946000009775161,0.4972000122070312,0.0665,0.05,1823.98
90,RIIZE,Get A Guitar,K-Pop,160.372,USA,112.35,-48.06,0.2463999986648559,0.5952000021934509,0.0798,0.07,2111.87
91,SZA,Kill Bill,R&B/Soul,153.947,USA,89.1,-47.77,0.2655999958515167,0.6600000262260437,0.0708,0.04,1769.39
92,"YANGHONGWON, Kid Milli, NO:EL, ksmartboi, Swings","Ballin (Feat. Kid Milli, NO:EL, Ksmartboi, Swings)",,,,152.0,-43.66,0.2266999930143356,0.5414000153541565,0.0906,0.05,2298.41
93,Yoon Do Hyun,사랑했나봐,Rock,238.88,USA,95.7,-43.68,0.0533999986946582,0.1032000035047531,0.0673,0.04,1700.03
94,yung kai,blue,Alternative,214.357,USA,99.38,-48.23,0.1634999960660934,0.3959999978542328,0.052,0.03,1275.95
95,Jin,Another Level,K-Pop,162.834,USA,80.75,-41.61,0.2362000048160553,0.4792999923229217,0.1084,0.05,2621.3
96,Sabrina Carpenter,Espresso,Pop,175.459,USA,103.36,-43.11,0.2486999928951263,0.6270999908447266,0.109,0.06,2783.98
97,NewJeans,Bubble Gum,K-Pop,200.267,USA,103.36,-45.17,0.2412000000476837,0.5839999914169312,0.128,0.09,2744.66
98,Stray Kids,"그렇게, 천천히, 우리 (승민) As we are (Seungmin)",K-Pop,213.573,USA,143.55,-44.07,0.1597000062465667,0.4018000066280365,0.0963,0.05,2316.73
99,"ZICO, JENNIE",SPOT!,K-Pop,167.707,USA,107.67,-46.08,0.2836999893188476,0.6590999960899353,0.1086,0.09,2461.82
100,Taylor Swift,Cruel Summer,Pop,178.426,USA,112.35,-39.5,0.2405000030994415,0.4427999854087829,0.0859,0.05,2039.92
101,고추잠자리,너라는 별,Pop,177.093,USA,83.35,-40.85,0.228300005197525,0.4429999887943268,0.0901,0.05,2130.9
102,NewJeans,ETA,K-Pop,151.373,USA,136.0,-43.49,0.2212000042200088,0.4995999932289123,0.1239,0.08,2931.12
103,Lim Young Woong,A bientot,K-Pop,256.373,USA,143.55,-43.05,0.2723999917507171,0.5195000171661377,0.0905,0.06,2276.67
104,Lim Young Woong,Love Always Run Away,Soundtrack,242.76,USA,136.0,-48.4,0.1907999962568283,0.4639999866485595,0.0764,0.07,1905.64
105,LEECHANGSUB,Heavenly fate,K-Pop,271.173,USA,143.55,-47.89,0.1720999926328659,0.4875999987125397,0.0731,0.04,1720.39
106,NewJeans,New Jeans,K-Pop,108.987,USA,89.1,-46.71,0.2682999968528747,0.4889000058174133,0.0608,0.05,2054.53
107,Baek A,Amor,Folk,188.942,USA,136.0,-48.55,0.0671999976038932,0.1673000007867813,0.0766,0.07,2069.98
108,Vaundy,踊り子,Rock,229.328,USA,161.5,-52.4,0.225500002503395,0.4377000033855438,0.0316,0.02,922.6
109,NewJeans,Super Shy,K-Pop,154.667,USA,152.0,-48.41,0.2343000024557113,0.4896999895572662,0.0733,0.06,2203.29
110,BIGBANG,LET'S NOT FALL IN LOVE,K-Pop,211.927,USA,123.05,-43.12,0.267300009727478,0.534500002861023,0.0896,0.06,2231.24
111,Tommy Richman,MILLION DOLLAR BABY,Hip-Hop/Rap,155.152,USA,136.0,-46.59,0.2935999929904938,0.6575999855995178,0.0866,0.09,2243.81
112,BIGBANG,SOBER,K-Pop,237.513,USA,129.2,-38.52,0.3046999871730804,0.5364000201225281,0.104,0.05,2569.55
113,EXO,The First Snow,Holiday,207.74,USA,83.35,-43.15,0.2299000024795532,0.4674000144004822,0.118,0.08,2847.0
114,KISS OF LIFE,Sticky,K-Pop,157.12,USA,99.38,-44.23,0.2352000027894973,0.529699981212616,0.1271,0.1,2739.79
115,Nerd Connection,If I have you only (My love X Nerd Connection),Hip-Hop/Rap,118.72,USA,136.0,-41.84,0.2809999883174896,0.4632999897003174,0.0764,0.03,1700.21
116,데이먼스 이어 Damons year,yours,Singer/Songwriter,165.229,USA,73.83,-47.66,0.2551999986171722,0.4986999928951263,0.0504,0.04,1519.42
117,LE SSERAFIM,Perfect Night,K-Pop,159.08,USA,136.0,-47.14,0.2590999901294708,0.5910999774932861,0.0828,0.07,2119.02
118,Lim Young Woong,A Psalm of Life,K-Pop,233.36,USA,69.84,-44.01,0.2768999934196472,0.5148000121116638,0.0691,0.04,1572.01
119,BIGBANG,IF YOU,K-Pop,264.216,USA,143.55,-47.76,0.2457000017166137,0.4997999966144562,0.0653,0.05,1938.64
120,DAY6,녹아내려요 Melt Down,K-Pop,165.587,USA,92.29,-37.24,0.2861000001430511,0.4857999980449676,0.1145,0.05,2603.03
121,BIGBANG,FLOWER ROAD,K-Pop,228.632,USA,95.7,-42.66,0.2723999917507171,0.5285999774932861,0.1002,0.07,2621.06
122,LE SSERAFIM,EASY,K-Pop,164.545,USA,161.5,-49.3,0.2458000034093856,0.5462999939918518,0.0811,0.08,2334.27
123,The Black Skirts,EVERYTHING,Indie Rock,293.0,USA,117.45,-47.85,0.2596000134944916,0.5300999879837036,0.0447,0.02,1085.76
124,Jin,Falling,J-Pop,178.832,USA,129.2,-42.25,0.2818000018596649,0.5315999984741211,0.0884,0.05,2313.85
125,G-DRAGON,WHO YOU?,Hip-Hop/Rap,201.429,USA,89.1,-37.9,0.2090000063180923,0.3639000058174133,0.1365,0.07,2575.6
126,Frank Ocean,Pink + White,Pop,184.516,USA,161.5,-46.75,0.2005999982357025,0.4345999956130981,0.082,0.07,1861.62
127,AKMU,"How can I love the heartbreak, you're the one I love",K-Pop,290.096,USA,64.6,-51.26,0.0789000019431114,0.263700008392334,0.0609,0.05,1455.05
128,Jin,I will come to you,K-Pop,156.964,USA,78.3,-52.89,0.1160999983549118,0.3154000043869018,0.0611,0.05,1972.35
129,BIGBANG,LOSER,K-Pop,219.371,USA,89.1,-46.03,0.2727000117301941,0.5842000246047974,0.0767,0.04,1738.21
130,wave to earth,love.,Alternative,307.75,USA,123.05,-42.85,0.1937000006437301,0.3133000135421753,0.0575,0.02,1315.26
131,"Jung Kook, BTS, FIFA Sound",Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Worldwide,201.391,USA,152.0,-42.28,0.1381999999284744,0.2696999907493591,0.068,0.04,1852.92
132,wave to earth,seasons,Alternative,256.0,USA,123.05,-50.41,0.2348999977111816,0.4724999964237213,0.0438,0.04,1182.86
133,Lim Young Woong,I Love You,K-Pop,239.027,USA,73.83,-44.92,0.1136000007390976,0.2401999980211258,0.083,0.07,1904.56
134,NewJeans,Attention,K-Pop,180.067,USA,103.36,-41.02,0.2518999874591827,0.4909999966621399,0.1335,0.1,2897.89
135,BIGBANG,FXXK IT,K-Pop,233.547,USA,89.1,-43.23,0.2531999945640564,0.6342999935150146,0.1522,0.09,3041.85
136,Gracie Abrams,That’s So True,Pop,166.3,USA,107.67,-38.44,0.3025000095367431,0.4799000024795532,0.0891,0.04,2299.25
137,TAEYANG,"눈,코,입 (Eyes, Nose, Lips)",R&B/Soul,229.99,USA,143.55,-48.19,0.1946000009775161,0.4503999948501587,0.0626,0.05,1627.03
138,KATSEYE,Touch,Pop,129.883,USA,83.35,-47.7,0.1291999965906143,0.378600001335144,0.0908,0.07,2541.98
139,Sabrina Carpenter,Nonsense,Pop,163.648,USA,136.0,-44.46,0.3075999915599823,0.682699978351593,0.0969,0.08,2495.53
140,Dhruv,double take,Pop,171.743,USA,107.67,-50.43,0.1527999937534332,0.4916999936103821,0.0751,0.07,1964.68
141,Lim Young Woong,Father,K-Pop,238.107,USA,136.0,-48.09,0.1881999969482422,0.4830000102519989,0.0725,0.06,1685.27
142,The NuTs,사랑의 바보,K-Pop,261.646,USA,117.45,-42.98,0.1897999942302703,0.3628000020980835,0.102,0.07,2428.04
143,WONPIL,행운을 빌어 줘 A journey,K-Pop,209.217,USA,123.05,-41.39,0.2289000004529953,0.5139999985694885,0.1141,0.05,2611.53
144,Heo Hoy Kyung,So life goes on,Korean Folk-Pop,194.634,USA,123.05,-49.78,0.1501999944448471,0.3916999995708465,0.0546,0.04,1452.31
145,V,Slow Dancing,K-Pop,187.027,USA,152.0,-45.52,0.2231000065803527,0.4580000042915344,0.072,0.05,1995.05
146,RIIZE,Memories,K-Pop,178.013,USA,92.29,-45.97,0.2277999967336654,0.5493000149726868,0.0877,0.06,2314.86
147,BTS,Dynamite,K-Pop,199.054,USA,112.35,-42.91,0.2635999917984009,0.5133000016212463,0.1075,0.07,2697.85
148,tuki.,晩餐歌 - Bansanka,J-Pop,215.853,USA,103.36,-43.88,0.1996999979019165,0.3864000141620636,0.0757,0.05,2002.87
149,Brown Eyes,벌써 일년,K-Pop,207.827,USA,103.36,-46.23,0.0282000005245208,0.0667999982833862,0.107,0.06,2207.9
150,Lim Jae Hyun,If there was practice in love,K-Pop,255.882,USA,136.0,-46.63,0.1636999994516372,0.3718000054359436,0.0763,0.06,1582.82
151,Lim Young Woong,Lovely Touch,K-Pop,195.173,USA,69.84,-39.78,0.2863999903202057,0.5303999781608582,0.0937,0.07,2134.98
152,SZA,Snooze,R&B/Soul,201.8,USA,143.55,-46.61,0.2380000054836273,0.4887999892234802,0.0586,0.04,1697.98
153,HYUKOH,TOMBOY,Rock,241.692,USA,73.83,-42.99,0.2153999954462051,0.4093999862670898,0.0912,0.05,2126.57
154,Lim Young Woong,Love Letter,K-Pop,215.04,USA,136.0,-55.34,0.1372999995946884,0.3844999969005584,0.0407,0.04,1054.77
155,The Weeknd,Die For You,R&B/Soul,260.256,USA,136.0,-43.03,0.2240999937057495,0.4115999937057495,0.0739,0.05,2157.82
156,BOYNEXTDOOR,"Earth, Wind & Fire",R&B/Soul,214.867,USA,152.0,-42.78,0.3185000121593475,0.6252999901771545,0.0918,0.05,2524.21
157,"Jin, Taka",Falling (feat. Taka),J-Pop,178.832,USA,129.2,-41.91,0.2865000069141388,0.5541999936103821,0.0912,0.05,2368.45
158,george,Boat,K-Pop,191.995,USA,69.84,-51.16,0.1703999936580658,0.6489999890327454,0.1129,0.09,2523.7
159,"HOZIHO, Choi Sung Ho",Don't Cry,Korean,234.893,USA,66.26,-47.3,0.2167000025510788,0.4666999876499176,0.0722,0.06,1759.89
160,Yuuri,ベテルギウス,Rock,230.394,USA,89.1,-44.61,0.2083999961614608,0.4402999877929687,0.0906,0.06,2156.31
161,BIGBANG,BAE BAE,K-Pop,169.43,USA,143.55,-44.04,0.2994999885559082,0.5432999730110168,0.0684,0.05,2128.11
162,Crush,Love You With All My Heart,Soundtrack,244.187,USA,136.0,-49.08,0.1826000064611435,0.4047000110149383,0.0677,0.05,1712.93
163,Lim Young Woong,Nest,K-Pop,172.28,USA,143.55,-34.55,0.2513999938964844,0.4250999987125397,0.1141,0.05,2505.55
164,TWS,"If I’m S, Can You Be My N?",K-Pop,168.027,USA,117.45,-41.72,0.1167000010609626,0.2513000071048736,0.1233,0.07,2767.99
165,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Hip-Hop/Rap,158.04,USA,89.1,-47.55,0.2345000058412552,0.5945000052452087,0.0857,0.06,1945.81
166,Jin,The Astronaut,K-Pop,282.463,USA,123.05,-44.25,0.255400002002716,0.5098000168800354,0.0789,0.05,2136.09
167,PLAVE,Pump Up The Volume!,Electronic,389.067,USA,89.1,-38.7,0.2496999949216842,0.4550999999046325,0.1149,0.07,2584.59
168,BOYNEXTDOOR,Nice Guy,K-Pop,164.92,USA,117.45,-46.23,0.2574999928474426,0.5929999947547913,0.082,0.06,2179.3
169,Mitski,My Love Mine All Mine,Alternative,137.773,USA,112.35,-47.33,0.1280999928712844,0.2759000062942505,0.046,0.04,1298.15
170,ECLIPSE,Sudden Shower,Soundtrack,233.699,USA,136.0,-43.12,0.2133000046014785,0.426499992609024,0.077,0.04,1972.6
171,Kim MinSeok,DrunKen Confession,K-Pop,227.96,USA,123.05,-51.18,0.19200000166893,0.534500002861023,0.0703,0.06,1840.87
172,ROSÉ,gameboy,Pop,166.742,USA,83.35,-45.29,0.2354999929666519,0.57669997215271,0.0947,0.06,2574.47
173,HYUKOH,Wi Ing Wi Ing,Rock,194.867,USA,123.05,-49.75,0.1119000017642974,0.3319999873638153,0.0625,0.05,1419.1
174,PLAVE,WAY 4 LUV,Korean Rock,219.453,USA,129.2,-43.39,0.2669999897480011,0.6243000030517578,0.0905,0.05,2351.54
175,YENA,NEMONEMO,K-Pop,178.027,USA,136.0,-39.57,0.2994999885559082,0.4972999989986419,0.1243,0.08,2928.46
176,Jung Kook,Never Let Go,K-Pop,166.812,USA,129.2,-42.29,0.3386000096797943,0.559499979019165,0.0678,0.05,2066.74
177,Kenshi Yonezu,Lemon,J-Pop,256.116,USA,86.13,-42.39,0.2310999929904937,0.4496000111103058,0.083,0.05,1870.42
178,"G-DRAGON, ROSÉ",Without You (Feat. ROSE),K-Pop,242.677,USA,123.05,-44.46,0.2079000025987625,0.4921000003814697,0.0931,0.05,2374.11
179,Geeks,Officially Missing You,Hip-Hop/Rap,211.827,USA,92.29,-41.31,0.2497999966144561,0.465499997138977,0.0956,0.06,2300.17
180,Nerd Connection,‎Good Night Good Dream,K-Pop,265.983,USA,129.2,-43.19,0.2684000134468078,0.5012999773025513,0.0835,0.04,1877.65
181,Lim Young Woong,HERO,Adult Contemporary,216.587,USA,129.2,-39.12,0.3343000113964081,0.5795999765396118,0.0857,0.05,2201.23
182,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Pop,141.806,USA,172.27,-47.44,0.2084999978542328,0.516700029373169,0.0917,0.07,2233.74
183,BABYMONSTER,SHEESH,K-Pop,170.357,USA,136.0,-48.35,0.2184000015258789,0.5748999714851379,0.123,0.11,2773.3
184,JANNABI,for lovers who hesitate,K-Pop,265.0,USA,143.55,-46.02,0.2141000032424926,0.4548999965190887,0.0681,0.05,1751.58
185,"Loopy, OSUN, JP",OTL (OFF THE LEASH),Christian,127.248,USA,129.2,-41.36,0.0538000017404556,0.1177000030875206,0.1514,0.07,2750.37
186,SZA,What Do I Do,R&B/Soul,167.448,USA,73.83,-52.53,0.2155999988317489,0.6571999788284302,0.0661,0.06,1686.67
187,Sabrina Carpenter,Taste,Pop,157.28,USA,112.35,-39.13,0.2700999975204468,0.5206999778747559,0.1271,0.07,2913.14
188,Justin Bieber,Love Yourself,Pop,233.719,USA,99.38,-52.84,0.1356000006198883,0.4147999882698059,0.0864,0.1,1885.04
189,Chappell Roan,"Good Luck, Babe!",Pop,218.424,USA,117.45,-43.09,0.2318000048398971,0.4460999965667724,0.0892,0.05,2264.64
190,BIGBANG,Lies,K-Pop,229.12,USA,123.05,-38.43,0.1132000014185905,0.1986999958753585,0.1344,0.08,2996.15
191,Lim Jae Hyun,Rhapsody of Sadness,R&B/Soul,235.12,USA,136.0,-42.83,0.2626000046730041,0.4654000103473663,0.08,0.05,1939.49
192,"SZA, Travis Scott",Open Arms (feat. Travis Scott),R&B/Soul,239.613,USA,78.3,-46.56,0.186599999666214,0.4214000105857849,0.0681,0.04,1629.81
193,Lim Young Woong,Elevator,Trot,207.435,USA,117.45,-40.7,0.2485000044107437,0.5616000294685364,0.1154,0.05,2363.15
194,OFFICIAL HIGE DANDISM,Pretender,J-Pop,326.44,USA,92.29,-39.52,0.290800005197525,0.5206000208854675,0.0978,0.04,2290.53
195,"Nicky Youre, hey daisy",Sunroof,Pop,163.026,USA,129.2,-45.06,0.2195000052452087,0.4810999929904938,0.0838,0.06,2133.47
196,"TWICE, Megan Thee Stallion",Strategy (feat. Megan Thee Stallion),Pop,201.76,USA,112.35,-44.89,0.2612999975681305,0.617900013923645,0.1411,0.09,3039.63
197,NCT WISH,Steady,K-Pop,179.68,USA,129.2,-45.18,0.2324000000953674,0.450899988412857,0.0926,0.07,2425.34
198,Nerd Connection,Silently Completely Eternally,Rock,189.0,USA,112.35,-54.01,0.1279000043869018,0.3332999944686889,0.0516,0.04,1203.09
199,LE SSERAFIM,Smart,K-Pop,166.384,USA,112.35,-47.18,0.2502999901771545,0.608299970626831,0.0924,0.07,2615.23
200,Jung Kook,Yes or No,K-Pop,147.557,USA,112.35,-42.68,0.3079000115394592,0.6043999791145325,0.1152,0.11,2780.2
201,Leina,utatane,J-Pop,181.022,USA,136.0,-41.26,0.2194000035524368,0.3776000142097473,0.0826,0.05,2358.36
202,fromis_9,DM,K-Pop,204.293,USA,123.05,-40.51,0.3379999995231628,0.626800000667572,0.1107,0.06,2747.86
203,MAKTUB,시작의 아이 ハジマリのコ (Starting With You),R&B/Soul,256.627,USA,152.0,-41.81,0.2585999965667724,0.5083000063896179,0.0946,0.07,2225.6
204,"BSS, Lee Young Ji",Fighting (Feat. Lee Young Ji),K-Pop,204.467,USA,152.0,-38.67,0.2813000082969665,0.5303999781608582,0.1416,0.08,3083.39
205,ROSÉ,3am,Pop,154.05,USA,152.0,-43.63,0.1871999949216842,0.4334999918937683,0.0805,0.04,2346.11
206,MEOVV,MEOW,Pop,172.074,USA,129.2,-47.15,0.2861999869346618,0.7001000046730042,0.1029,0.09,2570.24
207,BOYNEXTDOOR,But Sometimes,,,,95.7,-40.08,0.3057999908924103,0.5648000240325928,0.1131,0.09,2735.76
208,"DEAN, Gaeko",D (Half Moon),K-Pop,229.36,USA,172.27,-45.29,0.2707999944686889,0.5990999937057495,0.0823,0.05,2083.83
209,Sabrina Carpenter,Please Please Please,Pop,186.17,USA,107.67,-46.78,0.1881999969482422,0.6086999773979187,0.0879,0.06,2154.49
210,Izi,응급실,TV Soundtrack,225.306,USA,69.84,-40.89,0.1067000031471252,0.1757999956607818,0.0829,0.06,2106.52
211,TAEYEON,To. X,K-Pop,170.387,USA,95.7,-42.83,0.2421000003814697,0.4399000108242035,0.083,0.06,2255.63
212,Yorushika,ただ君に晴れ,Rock,198.971,USA,143.55,-37.52,0.2364999949932098,0.4201000034809112,0.1413,0.07,2933.83
213,LEE MU JIN,Episode,Korean Rock,205.213,USA,117.45,-47.66,0.2378000020980835,0.6173999905586243,0.0937,0.06,2411.93
214,BIG Naughty,Vancouver,K-Pop,216.28,USA,89.1,-47.66,0.2513000071048736,0.6855999827384949,0.0769,0.06,2057.96
215,D.O.,That's okay,K-Pop,221.373,USA,129.2,-51.97,0.2014999985694885,0.4763000011444092,0.0637,0.07,1900.97
216,Bruno Mars,Just the Way You Are,Pop,220.734,USA,107.67,-44.23,0.2161999940872192,0.491100013256073,0.1156,0.08,2671.65
217,Coldplay,Viva La Vida,Alternative,241.445,USA,136.0,-40.1,0.063799999654293,0.1206000000238418,0.0868,0.04,1897.84
218,DPR LIVE,Jasmine,K-Pop,201.511,USA,136.0,-46.34,0.154799997806549,0.3562000095844269,0.0754,0.06,2018.31
219,DEAN,instagram,Alternative,255.729,USA,95.7,-53.02,0.170300006866455,0.6122999787330627,0.0761,0.06,1960.23
220,"Lee Young Ji, D.O.",Small girl (feat. D.O.),K-Pop,189.707,USA,86.13,-50.08,0.1722999960184097,0.5408999919891357,0.1008,0.06,2301.87
221,Lim Young Woong,Trust in me,K-Pop,242.787,USA,95.7,-49.56,0.2116000056266784,0.5135999917984009,0.0615,0.04,1351.64
